"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"PCV3","PUBLISHED","2015","EMR","WB_LI","AFG","65","65.00000","","",""
"WHS4_100","PUBLISHED","1992","EMR","WB_LI","AFG","21","21.00000","","",""
"WHS4_100","PUBLISHED","1995","EMR","WB_LI","AFG","20","20.00000","","",""
"WHS4_100","PUBLISHED","2012","EMR","WB_LI","AFG","67","67.00000","","",""
"WHS4_543","PUBLISHED","1982","EMR","WB_LI","AFG","10","10.00000","","",""
"WHS4_543","PUBLISHED","2016","EMR","WB_LI","AFG","78","78.00000","","",""
"WHS4_544","PUBLISHED","1994","EMR","WB_LI","AFG","8","8.00000","","",""
"WHS4_100","PUBLISHED","1989","AFR","WB_LMI","AGO","18","18.00000","","",""
"WHS4_100","PUBLISHED","1992","AFR","WB_LMI","AGO","21","21.00000","","",""
"WHS4_543","PUBLISHED","1992","AFR","WB_LMI","AGO","47","47.00000","","",""
"WHS4_543","PUBLISHED","2009","AFR","WB_LMI","AGO","70","70.00000","","",""
"WHS4_543","PUBLISHED","2012","AFR","WB_LMI","AGO","73","73.00000","","",""
"WHS4_544","PUBLISHED","1994","AFR","WB_LMI","AGO","28","28.00000","","",""
"WHS8_110","PUBLISHED","1989","AFR","WB_LMI","AGO","48","48.00000","","",""
"PCV3","PUBLISHED","2012","EUR","WB_UMI","ALB","99","99.00000","","",""
"WHS4_100","PUBLISHED","2015","EUR","WB_UMI","ALB","99","99.00000","","",""
"WHS4_117","PUBLISHED","2006","EUR","WB_UMI","ALB","98","98.00000","","",""
"WHS4_117","PUBLISHED","2009","EUR","WB_UMI","ALB","98","98.00000","","",""
"WHS4_129","PUBLISHED","2015","EUR","WB_UMI","ALB","99","99.00000","","",""
"WHS4_543","PUBLISHED","2007","EUR","WB_UMI","ALB","98","98.00000","","",""
"WHS4_544","PUBLISHED","1998","EUR","WB_UMI","ALB","97","97.00000","","",""
"WHS4_544","PUBLISHED","2001","EUR","WB_UMI","ALB","97","97.00000","","",""
"WHS4_544","PUBLISHED","2018","EUR","WB_UMI","ALB","99","99.00000","","",""
"WHS4_100","PUBLISHED","2006","EUR","WB_HI","AND","93","93.00000","","",""
"WHS4_544","PUBLISHED","2004","EUR","WB_HI","AND","99","99.00000","","",""
"WHS8_110","PUBLISHED","1998","EUR","WB_HI","AND","90","90.00000","","",""
"WHS8_110","PUBLISHED","2001","EUR","WB_HI","AND","97","97.00000","","",""
"WHS4_100","PUBLISHED","2014","EMR","WB_HI","ARE","99","99.00000","","",""
"WHS4_117","PUBLISHED","2004","EMR","WB_HI","ARE","92","92.00000","","",""
"WHS4_543","PUBLISHED","2009","EMR","WB_HI","ARE","98","98.00000","","",""
"WHS4_543","PUBLISHED","2012","EMR","WB_HI","ARE","94","94.00000","","",""
"WHS4_544","PUBLISHED","1986","EMR","WB_HI","ARE","77","77.00000","","",""
"WHS8_110","PUBLISHED","2012","EMR","WB_HI","ARE","96","96.00000","","",""
"ROTAC","PUBLISHED","2016","AMR","WB_UMI","ARG","75","75.00000","","",""
"WHS4_100","PUBLISHED","1993","AMR","WB_UMI","ARG","81","81.00000","","",""
"WHS4_100","PUBLISHED","2010","AMR","WB_UMI","ARG","94","94.00000","","",""
"WHS4_543","PUBLISHED","1996","AMR","WB_UMI","ARG","99","99.00000","","",""
"WHS4_543","PUBLISHED","1999","AMR","WB_UMI","ARG","96","96.00000","","",""
"WHS4_543","PUBLISHED","2013","AMR","WB_UMI","ARG","99","99.00000","","",""
"WHS4_543","PUBLISHED","2016","AMR","WB_UMI","ARG","92","92.00000","","",""
"WHS8_110","PUBLISHED","1999","AMR","WB_UMI","ARG","97","97.00000","","",""
"WHS8_110","PUBLISHED","2002","AMR","WB_UMI","ARG","95","95.00000","","",""
"WHS8_110","PUBLISHED","2016","AMR","WB_UMI","ARG","90","90.00000","","",""
"WHS8_110","PUBLISHED","2019","AMR","WB_UMI","ARG","94","94.00000","","",""
"WHS4_543","PUBLISHED","1998","EUR","WB_UMI","ARM","95","95.00000","","",""
"WHS4_543","PUBLISHED","2015","EUR","WB_UMI","ARM","99","99.00000","","",""
"WHS8_110","PUBLISHED","2011","EUR","WB_UMI","ARM","97","97.00000","","",""
"WHS4_100","PUBLISHED","2004","AMR","WB_HI","ATG","97","97.00000","","",""
"WHS4_117","PUBLISHED","2002","AMR","WB_HI","ATG","99","99.00000","","",""
"WHS4_117","PUBLISHED","2019","AMR","WB_HI","ATG","99","99.00000","","",""
"WHS8_110","PUBLISHED","1989","AMR","WB_HI","ATG","95","95.00000","","",""
"WHS8_110","PUBLISHED","1992","AMR","WB_HI","ATG","99","99.00000","","",""
"WHS8_110","PUBLISHED","2006","AMR","WB_HI","ATG","99","99.00000","","",""
"ROTAC","PUBLISHED","2015","WPR","WB_HI","AUS","85","85.00000","","",""
"ROTAC","PUBLISHED","2018","WPR","WB_HI","AUS","87","87.00000","","",""
"WHS4_100","PUBLISHED","1994","WPR","WB_HI","AUS","88","88.00000","","",""
"WHS4_117","PUBLISHED","2007","WPR","WB_HI","AUS","94","94.00000","","",""
"WHS4_129","PUBLISHED","2018","WPR","WB_HI","AUS","94","94.00000","","",""
"WHS4_544","PUBLISHED","1995","WPR","WB_HI","AUS","86","86.00000","","",""
"ROTAC","PUBLISHED","2009","EUR","WB_HI","AUT","61","61.00000","","",""
"ROTAC","PUBLISHED","2012","EUR","WB_HI","AUT","61","61.00000","","",""
"WHS4_100","PUBLISHED","1993","EUR","WB_HI","AUT","90","90.00000","","",""
"WHS4_129","PUBLISHED","2018","EUR","WB_HI","AUT","85","85.00000","","",""
"WHS4_544","PUBLISHED","1985","EUR","WB_HI","AUT","90","90.00000","","",""
"WHS4_544","PUBLISHED","2000","EUR","WB_HI","AUT","71","71.00000","","",""
"WHS8_110","PUBLISHED","1995","EUR","WB_HI","AUT","60","60.00000","","",""
"WHS8_110","PUBLISHED","2012","EUR","WB_HI","AUT","88","88.00000","","",""
"WHS4_100","PUBLISHED","1999","EUR","WB_UMI","AZE","75","75.00000","","",""
"WHS4_543","PUBLISHED","2010","EUR","WB_UMI","AZE","98","98.00000","","",""
"WHS4_544","PUBLISHED","1999","EUR","WB_UMI","AZE","76","76.00000","","",""
"ROTAC","PUBLISHED","2015","AFR","WB_LI","BDI","96","96.00000","","",""
"WHS4_100","PUBLISHED","2006","AFR","WB_LI","BDI","92","92.00000","","",""
"WHS4_117","PUBLISHED","2007","AFR","WB_LI","BDI","99","99.00000","","",""
"WHS4_117","PUBLISHED","2010","AFR","WB_LI","BDI","96","96.00000","","",""
"WHS4_129","PUBLISHED","2011","AFR","WB_LI","BDI","96","96.00000","","",""
"WHS4_543","PUBLISHED","2004","AFR","WB_LI","BDI","91","91.00000","","",""
"WHS4_544","PUBLISHED","1982","AFR","WB_LI","BDI","43","43.00000","","",""
"WHS4_544","PUBLISHED","1999","AFR","WB_LI","BDI","70","70.00000","","",""
"ROTAC","PUBLISHED","2013","EUR","WB_HI","BEL","86","86.00000","","",""
"WHS4_100","PUBLISHED","1994","EUR","WB_HI","BEL","96","96.00000","","",""
"WHS4_100","PUBLISHED","1997","EUR","WB_HI","BEL","87","87.00000","","",""
"WHS4_100","PUBLISHED","2014","EUR","WB_HI","BEL","99","99.00000","","",""
"WHS4_129","PUBLISHED","1996","EUR","WB_HI","BEL","10","10.00000","","",""
"WHS4_544","PUBLISHED","1987","EUR","WB_HI","BEL","97","97.00000","","",""
"WHS4_544","PUBLISHED","1990","EUR","WB_HI","BEL","95","95.00000","","",""
"WHS4_544","PUBLISHED","2007","EUR","WB_HI","BEL","99","99.00000","","",""
"WHS8_110","PUBLISHED","2017","EUR","WB_HI","BEL","96","96.00000","","",""
"WHS4_117","PUBLISHED","2007","AFR","WB_LMI","BEN","82","82.00000","","",""
"WHS4_117","PUBLISHED","2010","AFR","WB_LMI","BEN","76","76.00000","","",""
"WHS4_129","PUBLISHED","2009","AFR","WB_LMI","BEN","79","79.00000","","",""
"WHS4_129","PUBLISHED","2012","AFR","WB_LMI","BEN","80","80.00000","","",""
"WHS4_544","PUBLISHED","2005","AFR","WB_LMI","BEN","73","73.00000","","",""
"WHS4_544","PUBLISHED","2008","AFR","WB_LMI","BEN","77","77.00000","","",""
"WHS8_110","PUBLISHED","1987","AFR","WB_LMI","BEN","26","26.00000","","",""
"WHS8_110","PUBLISHED","1990","AFR","WB_LMI","BEN","79","79.00000","","",""
"WHS4_100","PUBLISHED","1998","AFR","WB_LI","BFA","15","15.00000","","",""
"WHS4_543","PUBLISHED","2001","AFR","WB_LI","BFA","80","80.00000","","",""
"WHS4_543","PUBLISHED","2018","AFR","WB_LI","BFA","98","98.00000","","",""
"WHS4_544","PUBLISHED","1986","AFR","WB_LI","BFA","21","21.00000","","",""
"WHS4_544","PUBLISHED","2003","AFR","WB_LI","BFA","83","83.00000","","",""
"PCV3","PUBLISHED","2018","SEAR","WB_LMI","BGD","97","97.00000","","",""
"WHS4_100","PUBLISHED","1988","SEAR","WB_LMI","BGD","16","16.00000","","",""
"WHS4_100","PUBLISHED","2005","SEAR","WB_LMI","BGD","93","93.00000","","",""
"WHS4_543","PUBLISHED","2004","SEAR","WB_LMI","BGD","96","96.00000","","",""
"WHS4_543","PUBLISHED","2007","SEAR","WB_LMI","BGD","98","98.00000","","",""
"WHS4_544","PUBLISHED","1982","SEAR","WB_LMI","BGD","1","1.00000","","",""
"WHS4_544","PUBLISHED","1985","SEAR","WB_LMI","BGD","2","2.00000","","",""
"WHS8_110","PUBLISHED","1993","SEAR","WB_LMI","BGD","74","74.00000","","",""
"WHS8_110","PUBLISHED","2010","SEAR","WB_LMI","BGD","88","88.00000","","",""
"WHS8_110","PUBLISHED","2013","SEAR","WB_LMI","BGD","91","91.00000","","",""
"WHS4_100","PUBLISHED","1988","EUR","WB_UMI","BGR","99","99.00000","","",""
"WHS4_129","PUBLISHED","2016","EUR","WB_UMI","BGR","92","92.00000","","",""
"WHS4_543","PUBLISHED","1993","EUR","WB_UMI","BGR","99","99.00000","","",""
"WHS4_543","PUBLISHED","1996","EUR","WB_UMI","BGR","98","98.00000","","",""
"WHS4_543","PUBLISHED","2013","EUR","WB_UMI","BGR","97","97.00000","","",""
"WHS8_110","PUBLISHED","1996","EUR","WB_UMI","BGR","95","95.00000","","",""
"WHS8_110","PUBLISHED","1999","EUR","WB_UMI","BGR","96","96.00000","","",""
"WHS8_110","PUBLISHED","2016","EUR","WB_UMI","BGR","92","92.00000","","",""
"WHS4_100","PUBLISHED","1997","EMR","WB_HI","BHR","98","98.00000","","",""
"WHS4_100","PUBLISHED","2000","EMR","WB_HI","BHR","97","97.00000","","",""
"WHS4_100","PUBLISHED","2014","EMR","WB_HI","BHR","98","98.00000","","",""
"WHS4_100","PUBLISHED","2017","EMR","WB_HI","BHR","97","97.00000","","",""
"WHS4_117","PUBLISHED","2006","EMR","WB_HI","BHR","98","98.00000","","",""
"WHS4_544","PUBLISHED","2010","EMR","WB_HI","BHR","99","99.00000","","",""
"WHS8_110","PUBLISHED","1987","EMR","WB_HI","BHR","78","78.00000","","",""
"WHS4_100","PUBLISHED","2013","AMR","WB_HI","BHS","97","97.00000","","",""
"WHS4_117","PUBLISHED","2011","AMR","WB_HI","BHS","95","95.00000","","",""
"WHS4_117","PUBLISHED","2014","AMR","WB_HI","BHS","96","96.00000","","",""
"WHS4_129","PUBLISHED","2010","AMR","WB_HI","BHS","98","98.00000","","",""
"WHS4_544","PUBLISHED","2019","AMR","WB_HI","BHS","86","86.00000","","",""
"WHS8_110","PUBLISHED","1998","AMR","WB_HI","BHS","92","92.00000","","",""
"WHS8_110","PUBLISHED","2015","AMR","WB_HI","BHS","94","94.00000","","",""
"WHS4_100","PUBLISHED","1997","EUR","WB_UMI","BIH","79","79.00000","","",""
"WHS4_100","PUBLISHED","2014","EUR","WB_UMI","BIH","86","86.00000","","",""
"WHS4_100","PUBLISHED","2017","EUR","WB_UMI","BIH","75","75.00000","","",""
"WHS4_544","PUBLISHED","1992","EUR","WB_UMI","BIH","65","65.00000","","",""
"WHS4_544","PUBLISHED","2009","EUR","WB_UMI","BIH","90","90.00000","","",""
"WHS4_544","PUBLISHED","2012","EUR","WB_UMI","BIH","87","87.00000","","",""
"WHS8_110","PUBLISHED","2001","EUR","WB_UMI","BIH","92","92.00000","","",""
"WHS4_117","PUBLISHED","2017","EUR","WB_UMI","BLR","98","98.00000","","",""
"WHS4_543","PUBLISHED","1995","EUR","WB_UMI","BLR","96","96.00000","","",""
"WHS8_110","PUBLISHED","2005","EUR","WB_UMI","BLR","99","99.00000","","",""
"WHS8_110","PUBLISHED","2008","EUR","WB_UMI","BLR","99","99.00000","","",""
"WHS4_100","PUBLISHED","1981","AMR","WB_UMI","BLZ","44","44.00000","","",""
"WHS4_100","PUBLISHED","1998","AMR","WB_UMI","BLZ","87","87.00000","","",""
"WHS4_543","PUBLISHED","1985","AMR","WB_UMI","BLZ","81","81.00000","","",""
"WHS4_543","PUBLISHED","2002","AMR","WB_UMI","BLZ","96","96.00000","","",""
"WHS8_110","PUBLISHED","1988","AMR","WB_UMI","BLZ","59","59.00000","","",""
"WHS8_110","PUBLISHED","2005","AMR","WB_UMI","BLZ","95","95.00000","","",""
"WHS8_110","PUBLISHED","2008","AMR","WB_UMI","BLZ","96","96.00000","","",""
"PCV3","PUBLISHED","2017","AMR","WB_LMI","BOL","83","83.00000","","",""
"WHS4_117","PUBLISHED","2016","AMR","WB_LMI","BOL","87","87.00000","","",""
"WHS4_117","PUBLISHED","2019","AMR","WB_LMI","BOL","75","75.00000","","",""
"WHS4_129","PUBLISHED","2013","AMR","WB_LMI","BOL","87","87.00000","","",""
"WHS4_129","PUBLISHED","2016","AMR","WB_LMI","BOL","87","87.00000","","",""
"WHS4_544","PUBLISHED","1999","AMR","WB_LMI","BOL","79","79.00000","","",""
"WHS4_544","PUBLISHED","2002","AMR","WB_LMI","BOL","76","76.00000","","",""
"WHS4_544","PUBLISHED","2016","AMR","WB_LMI","BOL","87","87.00000","","",""
"WHS4_544","PUBLISHED","2019","AMR","WB_LMI","BOL","75","75.00000","","",""
"PCV3","PUBLISHED","2015","AMR","WB_UMI","BRA","94","94.00000","","",""
"ROTAC","PUBLISHED","2018","AMR","WB_UMI","BRA","80","80.00000","","",""
"WHS4_100","PUBLISHED","1991","AMR","WB_UMI","BRA","78","78.00000","","",""
"WHS4_100","PUBLISHED","1994","AMR","WB_UMI","BRA","74","74.00000","","",""
"WHS4_100","PUBLISHED","2011","AMR","WB_UMI","BRA","99","99.00000","","",""
"WHS4_543","PUBLISHED","1988","AMR","WB_UMI","BRA","74","74.00000","","",""
"WHS4_543","PUBLISHED","1991","AMR","WB_UMI","BRA","87","87.00000","","",""
"WHS4_543","PUBLISHED","2008","AMR","WB_UMI","BRA","99","99.00000","","",""
"WHS8_110","PUBLISHED","1994","AMR","WB_UMI","BRA","77","77.00000","","",""
"WHS8_110","PUBLISHED","2011","AMR","WB_UMI","BRA","99","99.00000","","",""
"PCV3","PUBLISHED","2013","AMR","WB_HI","BRB","87","87.00000","","",""
"WHS4_100","PUBLISHED","1982","AMR","WB_HI","BRB","62","62.00000","","",""
"WHS4_129","PUBLISHED","2010","AMR","WB_HI","BRB","86","86.00000","","",""
"WHS4_544","PUBLISHED","1987","AMR","WB_HI","BRB","68","68.00000","","",""
"WHS8_110","PUBLISHED","2013","AMR","WB_HI","BRB","87","87.00000","","",""
"WHS4_100","PUBLISHED","1982","WPR","WB_HI","BRN","99","99.00000","","",""
"WHS4_100","PUBLISHED","1999","WPR","WB_HI","BRN","92","92.00000","","",""
"WHS4_129","PUBLISHED","2014","WPR","WB_HI","BRN","96","96.00000","","",""
"WHS4_129","PUBLISHED","2017","WPR","WB_HI","BRN","99","99.00000","","",""
"WHS4_543","PUBLISHED","1994","WPR","WB_HI","BRN","99","99.00000","","",""
"WHS8_110","PUBLISHED","1980","WPR","WB_HI","BRN","73","73.00000","","",""
"WHS8_110","PUBLISHED","1997","WPR","WB_HI","BRN","98","98.00000","","",""
"WHS4_100","PUBLISHED","1980","SEAR","WB_LMI","BTN","6","6.00000","","",""
"WHS4_100","PUBLISHED","1983","SEAR","WB_LMI","BTN","16","16.00000","","",""
"WHS4_100","PUBLISHED","1997","SEAR","WB_LMI","BTN","87","87.00000","","",""
"WHS4_100","PUBLISHED","2000","SEAR","WB_LMI","BTN","92","92.00000","","",""
"WHS4_100","PUBLISHED","2017","SEAR","WB_LMI","BTN","98","98.00000","","",""
"WHS4_543","PUBLISHED","2011","SEAR","WB_LMI","BTN","95","95.00000","","",""
"WHS4_544","PUBLISHED","1988","SEAR","WB_LMI","BTN","70","70.00000","","",""
"WHS8_110","PUBLISHED","2014","SEAR","WB_LMI","BTN","97","97.00000","","",""
"PCV3","PUBLISHED","2016","AFR","WB_UMI","BWA","91","91.00000","","",""
"WHS4_117","PUBLISHED","1998","AFR","WB_UMI","BWA","77","77.00000","","",""
"WHS4_117","PUBLISHED","2001","AFR","WB_UMI","BWA","87","87.00000","","",""
"WHS4_117","PUBLISHED","2015","AFR","WB_UMI","BWA","95","95.00000","","",""
"WHS4_117","PUBLISHED","2018","AFR","WB_UMI","BWA","95","95.00000","","",""
"WHS4_544","PUBLISHED","1995","AFR","WB_UMI","BWA","94","94.00000","","",""
"WHS4_544","PUBLISHED","2012","AFR","WB_UMI","BWA","96","96.00000","","",""
"WHS4_100","PUBLISHED","2004","AFR","WB_LI","CAF","51","51.00000","","",""
"WHS4_117","PUBLISHED","2010","AFR","WB_LI","CAF","45","45.00000","","",""
"WHS4_117","PUBLISHED","2013","AFR","WB_LI","CAF","23","23.00000","","",""
"WHS4_129","PUBLISHED","2019","AFR","WB_LI","CAF","47","47.00000","","",""
"WHS4_543","PUBLISHED","2011","AFR","WB_LI","CAF","74","74.00000","","",""
"WHS4_544","PUBLISHED","2002","AFR","WB_LI","CAF","42","42.00000","","",""
"WHS4_544","PUBLISHED","2005","AFR","WB_LI","CAF","47","47.00000","","",""
"WHS8_110","PUBLISHED","1982","AFR","WB_LI","CAF","16","16.00000","","",""
"WHS4_100","PUBLISHED","1998","AMR","WB_HI","CAN","90","90.00000","","",""
"WHS4_117","PUBLISHED","2012","AMR","WB_HI","CAN","70","70.00000","","",""
"WHS4_117","PUBLISHED","2015","AMR","WB_HI","CAN","69","69.00000","","",""
"WHS4_129","PUBLISHED","2005","AMR","WB_HI","CAN","93","93.00000","","",""
"WHS4_129","PUBLISHED","2008","AMR","WB_HI","CAN","92","92.00000","","",""
"WHS8_110","PUBLISHED","1991","AMR","WB_HI","CAN","92","92.00000","","",""
"WHS8_110","PUBLISHED","2008","AMR","WB_HI","CAN","93","93.00000","","",""
"WHS4_100","PUBLISHED","1996","EUR","WB_HI","CHE","89","89.00000","","",""
"WHS4_100","PUBLISHED","2013","EUR","WB_HI","CHE","96","96.00000","","",""
"WHS8_110","PUBLISHED","1986","EUR","WB_HI","CHE","70","70.00000","","",""
"WHS8_110","PUBLISHED","2003","EUR","WB_HI","CHE","82","82.00000","","",""
"WHS8_110","PUBLISHED","2006","EUR","WB_HI","CHE","87","87.00000","","",""
"WHS4_117","PUBLISHED","2012","AMR","WB_HI","CHL","90","90.00000","","",""
"WHS4_129","PUBLISHED","2005","AMR","WB_HI","CHL","91","91.00000","","",""
"WHS4_129","PUBLISHED","2008","AMR","WB_HI","CHL","95","95.00000","","",""
"WHS4_543","PUBLISHED","1982","AMR","WB_HI","CHL","94","94.00000","","",""
"WHS4_543","PUBLISHED","1985","AMR","WB_HI","CHL","96","96.00000","","",""
"WHS4_544","PUBLISHED","1991","AMR","WB_HI","CHL","94","94.00000","","",""
"WHS4_544","PUBLISHED","2008","AMR","WB_HI","CHL","95","95.00000","","",""
"WHS4_544","PUBLISHED","2011","AMR","WB_HI","CHL","93","93.00000","","",""
"WHS8_110","PUBLISHED","1988","AMR","WB_HI","CHL","95","95.00000","","",""
"WHS4_543","PUBLISHED","1986","WPR","WB_UMI","CHN","70","70.00000","","",""
"WHS4_543","PUBLISHED","1989","WPR","WB_UMI","CHN","98","98.00000","","",""
"WHS4_543","PUBLISHED","2003","WPR","WB_UMI","CHN","85","85.00000","","",""
"WHS8_110","PUBLISHED","1994","WPR","WB_UMI","CHN","75","75.00000","","",""
"WHS8_110","PUBLISHED","2011","WPR","WB_UMI","CHN","99","99.00000","","",""
"WHS8_110","PUBLISHED","2014","WPR","WB_UMI","CHN","99","99.00000","","",""
"WHS4_100","PUBLISHED","1985","AFR","WB_LMI","CIV","25","25.00000","","",""
"WHS4_100","PUBLISHED","2017","AFR","WB_LMI","CIV","83","83.00000","","",""
"WHS4_117","PUBLISHED","2015","AFR","WB_LMI","CIV","79","79.00000","","",""
"WHS4_543","PUBLISHED","1985","AFR","WB_LMI","CIV","29","29.00000","","",""
"WHS4_543","PUBLISHED","2002","AFR","WB_LMI","CIV","79","79.00000","","",""
"WHS4_544","PUBLISHED","2015","AFR","WB_LMI","CIV","77","77.00000","","",""
"WHS8_110","PUBLISHED","1996","AFR","WB_LMI","CIV","65","65.00000","","",""
"WHS4_100","PUBLISHED","2011","AFR","WB_LMI","CMR","82","82.00000","","",""
"WHS4_117","PUBLISHED","2013","AFR","WB_LMI","CMR","89","89.00000","","",""
"WHS4_544","PUBLISHED","1990","AFR","WB_LMI","CMR","54","54.00000","","",""
"WHS4_544","PUBLISHED","2007","AFR","WB_LMI","CMR","81","81.00000","","",""
"WHS8_110","PUBLISHED","2017","AFR","WB_LMI","CMR","65","65.00000","","",""
"WHS4_100","PUBLISHED","1994","AFR","WB_LI","COD","26","26.00000","","",""
"WHS4_129","PUBLISHED","2016","AFR","WB_LI","COD","57","57.00000","","",""
"WHS4_129","PUBLISHED","2019","AFR","WB_LI","COD","57","57.00000","","",""
"WHS4_543","PUBLISHED","1993","AFR","WB_LI","COD","43","43.00000","","",""
"WHS4_543","PUBLISHED","1996","AFR","WB_LI","COD","25","25.00000","","",""
"WHS4_543","PUBLISHED","2013","AFR","WB_LI","COD","82","82.00000","","",""
"WHS8_110","PUBLISHED","1982","AFR","WB_LI","COD","25","25.00000","","",""
"WHS8_110","PUBLISHED","1999","AFR","WB_LI","COD","15","15.00000","","",""
"WHS4_100","PUBLISHED","1992","AFR","WB_LMI","COG","67","67.00000","","",""
"WHS4_100","PUBLISHED","1995","AFR","WB_LMI","COG","50","50.00000","","",""
"WHS4_100","PUBLISHED","2009","AFR","WB_LMI","COG","78","78.00000","","",""
"WHS4_100","PUBLISHED","2012","AFR","WB_LMI","COG","85","85.00000","","",""
"WHS4_117","PUBLISHED","2016","AFR","WB_LMI","COG","71","71.00000","","",""
"WHS4_544","PUBLISHED","1992","AFR","WB_LMI","COG","67","67.00000","","",""
"WHS4_544","PUBLISHED","2009","AFR","WB_LMI","COG","76","76.00000","","",""
"WHS4_100","PUBLISHED","1991","WPR","","COK","87","87.00000","","",""
"WHS4_100","PUBLISHED","1994","WPR","","COK","86","86.00000","","",""
"WHS4_129","PUBLISHED","2016","WPR","","COK","99","99.00000","","",""
"WHS4_129","PUBLISHED","2019","WPR","","COK","98","98.00000","","",""
"WHS4_543","PUBLISHED","1993","WPR","","COK","94","94.00000","","",""
"WHS4_543","PUBLISHED","1996","WPR","","COK","90","90.00000","","",""
"WHS8_110","PUBLISHED","1985","WPR","","COK","76","76.00000","","",""
"WHS8_110","PUBLISHED","2002","WPR","","COK","95","95.00000","","",""
"WHS4_100","PUBLISHED","2004","AMR","WB_UMI","COL","89","89.00000","","",""
"WHS4_100","PUBLISHED","2007","AMR","WB_UMI","COL","93","93.00000","","",""
"WHS4_117","PUBLISHED","1999","AMR","WB_UMI","COL","77","77.00000","","",""
"WHS4_543","PUBLISHED","2003","AMR","WB_UMI","COL","97","97.00000","","",""
"WHS4_544","PUBLISHED","1980","AMR","WB_UMI","COL","16","16.00000","","",""
"WHS8_110","PUBLISHED","2006","AMR","WB_UMI","COL","95","95.00000","","",""
"WHS4_100","PUBLISHED","2019","AFR","WB_LMI","COM","91","91.00000","","",""
"WHS4_117","PUBLISHED","2005","AFR","WB_LMI","COM","68","68.00000","","",""
"WHS4_129","PUBLISHED","2011","AFR","WB_LMI","COM","83","83.00000","","",""
"WHS4_544","PUBLISHED","1988","AFR","WB_LMI","COM","44","44.00000","","",""
"WHS4_544","PUBLISHED","2005","AFR","WB_LMI","COM","67","67.00000","","",""
"WHS8_110","PUBLISHED","1986","AFR","WB_LMI","COM","71","71.00000","","",""
"WHS4_100","PUBLISHED","2002","AFR","WB_LMI","CPV","91","91.00000","","",""
"WHS4_100","PUBLISHED","2019","AFR","WB_LMI","CPV","96","96.00000","","",""
"WHS4_117","PUBLISHED","2004","AFR","WB_LMI","CPV","91","91.00000","","",""
"WHS4_129","PUBLISHED","2012","AFR","WB_LMI","CPV","94","94.00000","","",""
"WHS4_543","PUBLISHED","2009","AFR","WB_LMI","CPV","99","99.00000","","",""
"WHS4_544","PUBLISHED","2003","AFR","WB_LMI","CPV","93","93.00000","","",""
"WHS4_544","PUBLISHED","2006","AFR","WB_LMI","CPV","97","97.00000","","",""
"WHS8_110","PUBLISHED","1988","AFR","WB_LMI","CPV","80","80.00000","","",""
"PCV3","PUBLISHED","2014","AMR","WB_UMI","CRI","83","83.00000","","",""
"WHS4_100","PUBLISHED","2003","AMR","WB_UMI","CRI","88","88.00000","","",""
"WHS4_117","PUBLISHED","1997","AMR","WB_UMI","CRI","76","76.00000","","",""
"WHS4_117","PUBLISHED","2000","AMR","WB_UMI","CRI","89","89.00000","","",""
"WHS4_117","PUBLISHED","2017","AMR","WB_UMI","CRI","97","97.00000","","",""
"WHS4_544","PUBLISHED","1981","AMR","WB_UMI","CRI","85","85.00000","","",""
"WHS4_544","PUBLISHED","1998","AMR","WB_UMI","CRI","85","85.00000","","",""
"WHS4_100","PUBLISHED","2009","AMR","WB_UMI","CUB","96","96.00000","","",""
"WHS4_100","PUBLISHED","2012","AMR","WB_UMI","CUB","99","99.00000","","",""
"WHS4_117","PUBLISHED","2002","AMR","WB_UMI","CUB","98","98.00000","","",""
"WHS4_543","PUBLISHED","1990","AMR","WB_UMI","CUB","98","98.00000","","",""
"WHS4_543","PUBLISHED","2007","AMR","WB_UMI","CUB","99","99.00000","","",""
"WHS8_110","PUBLISHED","1993","AMR","WB_UMI","CUB","96","96.00000","","",""
"WHS8_110","PUBLISHED","2010","AMR","WB_UMI","CUB","99","99.00000","","",""
"WHS4_100","PUBLISHED","1994","EUR","WB_HI","CYP","95","95.00000","","",""
"WHS4_100","PUBLISHED","2011","EUR","WB_HI","CYP","99","99.00000","","",""
"WHS4_544","PUBLISHED","1988","EUR","WB_HI","CYP","90","90.00000","","",""
"WHS4_544","PUBLISHED","2005","EUR","WB_HI","CYP","98","98.00000","","",""
"WHS8_110","PUBLISHED","2014","EUR","WB_HI","CYP","86","86.00000","","",""
"WHS4_100","PUBLISHED","1993","EUR","WB_HI","CZE","99","99.00000","","",""
"WHS4_100","PUBLISHED","2007","EUR","WB_HI","CZE","99","99.00000","","",""
"WHS4_100","PUBLISHED","2010","EUR","WB_HI","CZE","99","99.00000","","",""
"WHS4_544","PUBLISHED","1996","EUR","WB_HI","CZE","98","98.00000","","",""
"WHS4_544","PUBLISHED","2013","EUR","WB_HI","CZE","99","99.00000","","",""
"ROTAC","PUBLISHED","2016","EUR","WB_HI","DEU","68","68.00000","","",""
"WHS4_117","PUBLISHED","1999","EUR","WB_HI","DEU","81","81.00000","","",""
"WHS4_117","PUBLISHED","2016","EUR","WB_HI","DEU","87","87.00000","","",""
"WHS4_117","PUBLISHED","2019","EUR","WB_HI","DEU","87","87.00000","","",""
