"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"GHED_CHEGDP_SHA2011","PUBLISHED","2016","WPR","WB_UMI","TON","5.06","5.06000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2017","WPR","WB_UMI","TON","5.06","5.06000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2018","WPR","WB_UMI","TON","5.10","5.10000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","AMR","WB_HI","TTO","5.06","5.06000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2014","AMR","WB_HI","TTO","5.23","5.23000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2015","AMR","WB_HI","TTO","6.04","6.04000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2016","AMR","WB_HI","TTO","7.01","7.01000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2010","EMR","WB_LMI","TUN","5.88","5.88000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2011","EMR","WB_LMI","TUN","6.43","6.43000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2012","EMR","WB_LMI","TUN","6.61","6.61000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","EMR","WB_LMI","TUN","6.86","6.86000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2008","EUR","WB_UMI","TUR","5.22","5.22000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2009","EUR","WB_UMI","TUR","5.49","5.49000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2010","EUR","WB_UMI","TUR","5.02","5.02000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2011","EUR","WB_UMI","TUR","4.65","4.65000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2006","EUR","WB_UMI","TKM","8.41","8.41000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2007","EUR","WB_UMI","TKM","5.29","5.29000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2008","EUR","WB_UMI","TKM","5.91","5.91000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2009","EUR","WB_UMI","TKM","4.81","4.81000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2003","WPR","WB_UMI","TUV","15.42","15.42000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2004","WPR","WB_UMI","TUV","10.57","10.57000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2005","WPR","WB_UMI","TUV","11.36","11.36000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2006","WPR","WB_UMI","TUV","13.38","13.38000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2007","WPR","WB_UMI","TUV","11.27","11.27000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2001","AFR","WB_LI","UGA","8.34","8.34000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2002","AFR","WB_LI","UGA","8.75","8.75000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2003","AFR","WB_LI","UGA","8.65","8.65000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2004","AFR","WB_LI","UGA","10.29","10.29000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2018","AFR","WB_LI","UGA","6.53","6.53000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2000","EUR","WB_LMI","UKR","5.31","5.31000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2001","EUR","WB_LMI","UKR","5.73","5.73000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2002","EUR","WB_LMI","UKR","5.99","5.99000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2016","EUR","WB_LMI","UKR","7.55","7.55000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2017","EUR","WB_LMI","UKR","7.43","7.43000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2018","EUR","WB_LMI","UKR","7.72","7.72000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2000","EMR","WB_HI","ARE","2.37","2.37000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","EMR","WB_HI","ARE","3.59","3.59000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2014","EMR","WB_HI","ARE","3.63","3.63000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2015","EMR","WB_HI","ARE","3.58","3.58000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2016","EMR","WB_HI","ARE","3.40","3.40000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2011","EUR","WB_HI","GBR","9.97","9.97000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2012","EUR","WB_HI","GBR","10.05","10.05000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2013","EUR","WB_HI","GBR","9.98","9.98000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2014","EUR","WB_HI","GBR","9.96","9.96000","","",""
"GHED_CHEGDP_SHA2011","PUBLISHED","2009","AFR","WB_LI","TZA","5.06","5.06000","","",""
