"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"NUTRITION_564","NLIS_313097","PUBLISHED","2010-2011","WPR","","KHM","","FMLE","","","10.5","10.50000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2006","WPR","","VNM","","BTSX","","","9.9","9.90000","","",""
"NUTRITION_564","NLIS_311513","PUBLISHED","1993","WPR","","FJI","","BTSX","","","9.8","9.80000","","",""
"NUTRITION_564","NLIS_312931","PUBLISHED","2008","WPR","","KHM","","MLE","","","9.7","9.70000","","",""
"NUTRITION_564","NLIS_312951","PUBLISHED","2008","WPR","","VNM","","FMLE","","","9.1","9.10000","","",""
"NUTRITION_564","NLIS_312801","PUBLISHED","2005-2006","WPR","","KHM","","MLE","","","8.3","8.30000","","",""
"NUTRITION_564","NLIS_312801","PUBLISHED","2005-2006","WPR","","KHM","","FMLE","","","8.3","8.30000","","",""
"NUTRITION_564","NLIS_311609","PUBLISHED","1989","WPR","","SLB","","MLE","","","8.3","8.30000","","",""
"NUTRITION_564","NLIS_313277","PUBLISHED","2013-2014","WPR","","PHL","","BTSX","","","7.9","7.90000","","",""
"NUTRITION_564","NLIS_310320","PUBLISHED","1970","WPR","","SLB","","BTSX","","","7.9","7.90000","","",""
"NUTRITION_564","NLIS_312921","PUBLISHED","2006","WPR","","LAO","","MLE","","","7.8","7.80000","","",""
"NUTRITION_564","NLIS_312921","PUBLISHED","2006","WPR","","LAO","","BTSX","","","7.3","7.30000","","",""
"NUTRITION_564","NLIS_312436","PUBLISHED","2000","WPR","","MNG","","MLE","","","7.3","7.30000","","",""
"NUTRITION_564","NLIS_313143","PUBLISHED","2011","WPR","","PHL","","BTSX","","","7.3","7.30000","","",""
"NUTRITION_564","NLIS_313176","PUBLISHED","2011-2012","WPR","","LAO","","MLE","","","6.9","6.90000","","",""
"NUTRITION_564","NLIS_312436","PUBLISHED","2000","WPR","","MNG","","FMLE","","","6.9","6.90000","","",""
"NUTRITION_564","NLIS_312772","PUBLISHED","2003","WPR","","PHL","","MLE","","","6.5","6.50000","","",""
"NUTRITION_564","NLIS_310338","PUBLISHED","1982","WPR","","PHL","","BTSX","","","6.1","6.10000","","",""
"NUTRITION_564","NLIS_310320","PUBLISHED","1970","WPR","","SLB","","FMLE","","","6.1","6.10000","","",""
"NUTRITION_564","NLIS_312772","PUBLISHED","2003","WPR","","PHL","","FMLE","","","5.5","5.50000","","",""
"NUTRITION_564","NLIS_310354","PUBLISHED","1987","WPR","","CHN","","BTSX","","","4.8","4.80000","","",""
"NUTRITION_564","NLIS_313133","PUBLISHED","2010-2011","WPR","","VNM","","MLE","","","4.6","4.60000","","",""
"NUTRITION_564","NLIS_313004","PUBLISHED","1995","WPR","","CHN","","FMLE","","","4.2","4.20000","","",""
"NUTRITION_564","NLIS_313003","PUBLISHED","1990","WPR","","CHN","","BTSX","","","4.2","4.20000","","",""
"NUTRITION_564","NLIS_311473","PUBLISHED","1992","WPR","","CHN","","BTSX","","","3.9","3.90000","","",""
"NUTRITION_564","NLIS_313245","PUBLISHED","2009","WPR","","BRN","","FMLE","","","3.0","3.00000","","",""
"NUTRITION_564","NLIS_313006","PUBLISHED","2000","WPR","","CHN","","MLE","","","2.8","2.80000","","",""
"NUTRITION_564","NLIS_312872","PUBLISHED","2005","WPR","","MNG","","FMLE","","","2.8","2.80000","","",""
"NUTRITION_564","NLIS_313007","PUBLISHED","2005","WPR","","CHN","","FMLE","","","2.4","2.40000","","",""
"NUTRITION_564","NLIS_313005","PUBLISHED","1998","WPR","","CHN","","BTSX","","","2.4","2.40000","","",""
"NUTRITION_564","NLIS_313195","PUBLISHED","2010","WPR","","MNG","","FMLE","","","2.0","2.00000","","",""
"NUTRITION_564","NLIS_313268","PUBLISHED","2010","WPR","","JPN","","FMLE","","","1.7","1.70000","","",""
"NUTRITION_564","NLIS_310325","PUBLISHED","1978-1981","WPR","","JPN","","BTSX","","","1.2","1.20000","","",""
"NUTRITION_564","NLIS_312966","PUBLISHED","2003","WPR","","KOR","","FMLE","","","1.0","1.00000","","",""
"NUTRITION_564","NLIS_313179","PUBLISHED","2008-2011","WPR","","KOR","","FMLE","","","0.6","0.60000","","",""
"NUTRITION_564","NLIS_312755","PUBLISHED","2004","WPR","","MNG","","BTSX","","","0.6","0.60000","","",""
"NUTRITION_564","NLIS_312755","PUBLISHED","2004","WPR","","MNG","","MLE","","","0.6","0.60000","","",""
"NUTRITION_564","NLIS_313109","PUBLISHED","2007-2008","SEAR","","TLS","","MLE","","","29.2","29.20000","","",""
"NUTRITION_564","NLIS_313109","PUBLISHED","2007-2008","SEAR","","TLS","","BTSX","","","24.5","24.50000","","",""
"NUTRITION_564","NLIS_311549","PUBLISHED","1992-1993","SEAR","","IND","","MLE","","","22.8","22.80000","","",""
"NUTRITION_564","NLIS_313196","PUBLISHED","2012","SEAR","","LKA","","BTSX","","","21.4","21.40000","","",""
"NUTRITION_564","NLIS_310405","PUBLISHED","1988-1990","SEAR","","IND","","BTSX","","","21.3","21.30000","","",""
"NUTRITION_564","NLIS_312180","PUBLISHED","1998-1999","SEAR","","IND","","MLE","","","20.5","20.50000","","",""
"NUTRITION_564","NLIS_313196","PUBLISHED","2012","SEAR","","LKA","","FMLE","","","20.5","20.50000","","",""
"NUTRITION_564","NLIS_313066","PUBLISHED","2009-2010","SEAR","","TLS","","MLE","","","20.4","20.40000","","",""
"NUTRITION_564","NLIS_312799","PUBLISHED","2005-2006","SEAR","","IND","","FMLE","","","19.3","19.30000","","",""
"NUTRITION_564","NLIS_311923","PUBLISHED","1996-1997","SEAR","","IND","","BTSX","","","19.3","19.30000","","",""
"NUTRITION_564","NLIS_311549","PUBLISHED","1992-1993","SEAR","","IND","","FMLE","","","19.3","19.30000","","",""
"NUTRITION_564","NLIS_311759","PUBLISHED","1996-1997","SEAR","","BGD","","FMLE","","","19.2","19.20000","","",""
"NUTRITION_564","NLIS_312839","PUBLISHED","1996","SEAR","","BGD","","MLE","","","17.6","17.60000","","",""
"NUTRITION_564","NLIS_312928","PUBLISHED","2007","SEAR","","BGD","","BTSX","","","17.5","17.50000","","",""
"NUTRITION_564","NLIS_312831","PUBLISHED","1992","SEAR","","BGD","","BTSX","","","16.7","16.70000","","",""
"NUTRITION_564","NLIS_312928","PUBLISHED","2007","SEAR","","BGD","","FMLE","","","16.5","16.50000","","",""
"NUTRITION_564","NLIS_312832","PUBLISHED","1993","SEAR","","BGD","","MLE","","","15.9","15.90000","","",""
"NUTRITION_564","NLIS_310619","PUBLISHED","1977-1978","SEAR","","LKA","","BTSX","","","15.9","15.90000","","",""
"NUTRITION_564","NLIS_311706","PUBLISHED","1996","SEAR","","NPL","","MLE","","","15.9","15.90000","","",""
"NUTRITION_564","NLIS_313135","PUBLISHED","2011","SEAR","","BGD","","FMLE","","","15.3","15.30000","","",""
"NUTRITION_564","NLIS_312797","PUBLISHED","2004","SEAR","","IDN","","MLE","","","15.3","15.30000","","",""
"NUTRITION_564","NLIS_311986","PUBLISHED","1995","SEAR","","LKA","","BTSX","","","15.3","15.30000","","",""
"NUTRITION_564","NLIS_312922","PUBLISHED","2006-2007","SEAR","","LKA","","BTSX","","","14.7","14.70000","","",""
"NUTRITION_564","NLIS_312705","PUBLISHED","2004","SEAR","","BGD","","BTSX","","","14.6","14.60000","","",""
"NUTRITION_564","NLIS_312832","PUBLISHED","1993","SEAR","","BGD","","BTSX","","","14.6","14.60000","","",""
"NUTRITION_564","NLIS_312640","PUBLISHED","2002","SEAR","","BGD","","MLE","","","13.9","13.90000","","",""
"NUTRITION_564","NLIS_312828","PUBLISHED","1991","SEAR","","BGD","","FMLE","","","13.9","13.90000","","",""
"NUTRITION_564","NLIS_311935","PUBLISHED","1998","SEAR","","BGD","","FMLE","","","13.8","13.80000","","",""
"NUTRITION_564","NLIS_312280","PUBLISHED","1999-2000","SEAR","","BGD","","MLE","","","13.3","13.30000","","",""
"NUTRITION_564","NLIS_310303","PUBLISHED","1987","SEAR","","LKA","","BTSX","","","13.3","13.30000","","",""
"NUTRITION_564","NLIS_312413","PUBLISHED","2001","SEAR","","BGD","","BTSX","","","13.2","13.20000","","",""
"NUTRITION_564","NLIS_312832","PUBLISHED","1993","SEAR","","BGD","","FMLE","","","13.2","13.20000","","",""
"NUTRITION_564","NLIS_312922","PUBLISHED","2006-2007","SEAR","","LKA","","FMLE","","","13.2","13.20000","","",""
"NUTRITION_564","NLIS_313124","PUBLISHED","2010","SEAR","","IDN","","MLE","","","12.5","12.50000","","",""
"NUTRITION_564","NLIS_312878","PUBLISHED","2006","SEAR","","BGD","","BTSX","","","12.4","12.40000","","",""
"NUTRITION_564","NLIS_312791","PUBLISHED","2006","SEAR","","NPL","","FMLE","","","12.4","12.40000","","",""
"NUTRITION_564","NLIS_312336","PUBLISHED","2001","SEAR","","NPL","","MLE","","","12.4","12.40000","","",""
"NUTRITION_564","NLIS_312989","PUBLISHED","2009","SEAR","","LKA","","BTSX","","","11.8","11.80000","","",""
"NUTRITION_564","NLIS_312641","PUBLISHED","2003","SEAR","","BGD","","FMLE","","","11.7","11.70000","","",""
"NUTRITION_564","NLIS_313288","PUBLISHED","2014","SEAR","","NPL","","BTSX","","","11.3","11.30000","","",""
"NUTRITION_564","NLIS_312336","PUBLISHED","2001","SEAR","","NPL","","BTSX","","","11.3","11.30000","","",""
"NUTRITION_564","NLIS_313063","PUBLISHED","2009","SEAR","","MDV","","FMLE","","","10.2","10.20000","","",""
"NUTRITION_564","NLIS_313114","PUBLISHED","2011","SEAR","","NPL","","FMLE","","","10.0","10.00000","","",""
"NUTRITION_564","NLIS_312654","PUBLISHED","2000","SEAR","","MMR","","FMLE","","","9.9","9.90000","","",""
"NUTRITION_564","NLIS_312471","PUBLISHED","2002","SEAR","","PRK","","FMLE","","","8.1","8.10000","","",""
"NUTRITION_564","NLIS_312189","PUBLISHED","1997-1998","SEAR","","NPL","","FMLE","","","7.0","7.00000","","",""
"NUTRITION_564","NLIS_310309","PUBLISHED","1987","SEAR","","THA","","BTSX","","","6.0","6.00000","","",""
"NUTRITION_564","NLIS_313077","PUBLISHED","2010","SEAR","","BTN","","BTSX","","","5.9","5.90000","","",""
"NUTRITION_564","NLIS_312481","PUBLISHED","2005-2006","SEAR","","THA","","FMLE","","","4.8","4.80000","","",""
"NUTRITION_564","NLIS_312967","PUBLISHED","2008","SEAR","","BTN","","BTSX","","","4.7","4.70000","","",""
"NUTRITION_564","NLIS_312015","PUBLISHED","1999","SEAR","","BTN","","FMLE","","","1.8","1.80000","","",""
"NUTRITION_564","NLIS_313164","PUBLISHED","2012","EUR","","TJK","","MLE","","","9.9","9.90000","","",""
"NUTRITION_564","NLIS_313164","PUBLISHED","2012","EUR","","TJK","","FMLE","","","9.9","9.90000","","",""
"NUTRITION_564","NLIS_312244","PUBLISHED","2000","EUR","","AZE","","MLE","","","9.3","9.30000","","",""
"NUTRITION_564","NLIS_311317","PUBLISHED","1993","EUR","","KGZ","","BTSX","","","8.5","8.50000","","",""
"NUTRITION_564","NLIS_311954","PUBLISHED","1996-1998","EUR","","ALB","","BTSX","","","8.1","8.10000","","",""
"NUTRITION_564","NLIS_313138","PUBLISHED","2010-2011","EUR","","MKD","","MLE","","","7.6","7.60000","","",""
"NUTRITION_564","NLIS_311674","PUBLISHED","1995","EUR","","KAZ","","MLE","","","7.5","7.50000","","",""
"NUTRITION_564","NLIS_313283","PUBLISHED","2006","EUR","","TKM","","BTSX","","","7.2","7.20000","","",""
"NUTRITION_564","NLIS_313283","PUBLISHED","2006","EUR","","TKM","","MLE","","","7.2","7.20000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","EUR","","ALB","","FMLE","","","98.9","98.88000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","EUR","","ALB","","FMLE","","","97.7","97.66000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","EUR","","ARM","","MLE","","","100.0","99.96000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","EUR","","ARM","","MLE","","","100.0","99.97000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","FMLE","","","80.7","80.72000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","BGD","","MLE","","","25.6","25.57000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","AFR","","BEN","","FMLE","","","81.0","80.99000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","BEN","","FMLE","","","80.8","80.76000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AMR","","BOL","","FMLE","","","76.4","76.37000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","WPR","","KHM","","FMLE","","","32.2","32.25000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","WPR","","KHM","","FMLE","","","30.9","30.86000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","WPR","","KHM","","MLE","","","68.0","68.05000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AMR","","COL","","FMLE","","","95.8","95.78000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AFR","","COG","","FMLE","","","84.3","84.32000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AFR","","COG","","FMLE","","","85.1","85.07000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","COD","","FMLE","","","72.6","72.63000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","AMR","","DOM","","MLE","","","98.9","98.91000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","EMR","","EGY","","MLE","","","74.7","74.66000","","",""
"pncall3","EQ_DHS","PUBLISHED","2011","AFR","","ETH","","FMLE","","","12.9","12.92000","","",""
"pncall5","EQ_DHS","PUBLISHED","2011","AFR","","ETH","","FMLE","","","13.0","13.03000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","GHA","","FMLE","","","62.8","62.78000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","GHA","","FMLE","","","65.4","65.43000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HTI","","FMLE","","","30.0","29.97000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","MLE","","","59.0","59.05000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","MLE","","","58.3","58.29000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","EMR","","JOR","","FMLE","","","98.8","98.82000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","KEN","","FMLE","","","49.2","49.20000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","KEN","","FMLE","","","49.8","49.80000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","AFR","","LSO","","MLE","","","63.6","63.58000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","LBR","","MLE","","","50.5","50.48000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","MWI","","FMLE","","","78.3","78.34000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","MWI","","FMLE","","","78.2","78.19000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","SEAR","","MDV","","FMLE","","","98.4","98.35000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","SEAR","","MDV","","FMLE","","","97.5","97.50000","","",""
"pncall3","EQ_DHS","PUBLISHED","2011","SEAR","","NPL","","FMLE","","","46.0","46.02000","","",""
"pncall5","EQ_DHS","PUBLISHED","2011","SEAR","","NPL","","FMLE","","","43.5","43.54000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","NER","","MLE","","","18.9","18.90000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","NGA","","MLE","","","38.8","38.75000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","EMR","","PAK","","FMLE","","","40.4","40.43000","","",""
"pncall5","EQ_DHS","PUBLISHED","2004","AMR","","PER","","MLE","","","82.1","82.11000","","","Continuous DHS 2004-2008. "
"pncall3","EQ_DHS","PUBLISHED","2008","WPR","","PHL","","FMLE","","","60.6","60.60000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","WPR","","PHL","","FMLE","","","60.2","60.23000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","RWA","","FMLE","","","80.0","80.00000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","STP","","FMLE","","","84.7","84.74000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","SEN","","MLE","","","78.9","78.93000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","SLE","","MLE","","","44.1","44.10000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","SLE","","MLE","","","45.0","44.97000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","SEAR","","TLS","","FMLE","","","25.1","25.09000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","AFR","","UGA","","MLE","","","48.6","48.60000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","EUR","","UKR","","FMLE","","","99.9","99.86000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","TZA","","MLE","","","55.8","55.78000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","TZA","","MLE","","","58.1","58.06000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AFR","","ZWE","","MLE","","","71.8","71.77000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","EUR","","ALB","","","RUR","","96.9","96.91000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","EUR","","ARM","","","RUR","","100.0","100.00000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","EUR","","ARM","","","RUR","","99.8","99.76000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","","RUR","","72.6","72.56000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","SEAR","","BGD","","","RUR","","21.1","21.14000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","WPR","","KHM","","","RUR","","27.0","27.01000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","WPR","","KHM","","","RUR","","26.0","26.02000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","WPR","","KHM","","","URB","","89.8","89.79000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","COD","","","URB","","90.0","90.04000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AMR","","DOM","","","URB","","99.5","99.48000","","",""
"pncall5","EQ_DHS","PUBLISHED","2011","AFR","","ETH","","","RUR","","5.1","5.08000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","AMR","","GUY","","","RUR","","91.5","91.50000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AMR","","HTI","","","RUR","","20.4","20.45000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","","URB","","71.1","71.14000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","","RUR","","45.0","44.95000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","","RUR","","44.0","44.01000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","SEAR","","MDV","","","URB","","100.0","100.00000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","NAM","","","RUR","","76.8","76.81000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","SEAR","","NPL","","","RUR","","18.4","18.36000","","",""
"pncall3","EQ_DHS","PUBLISHED","2011","SEAR","","NPL","","","URB","","79.1","79.12000","","",""
"pncall5","EQ_DHS","PUBLISHED","2011","SEAR","","NPL","","","URB","","76.3","76.29000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","AFR","","NER","","","RUR","","9.0","8.98000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","NER","","","RUR","","8.7","8.72000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","NGA","","","URB","","66.5","66.51000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","NGA","","","URB","","67.7","67.67000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EMR","","PAK","","","RUR","","33.3","33.30000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","EMR","","PAK","","","RUR","","32.2","32.17000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","RWA","","","RUR","","73.4","73.45000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","STP","","","URB","","89.9","89.88000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","STP","","","URB","","89.5","89.48000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","SEN","","","URB","","94.4","94.40000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","SEN","","","URB","","95.0","94.99000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","SLE","","","RUR","","38.6","38.61000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","UGA","","","URB","","83.8","83.85000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","EUR","","UKR","","","RUR","","100.0","100.00000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AFR","","TZA","","","URB","","84.3","84.27000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","TZA","","","URB","","85.9","85.93000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AFR","","ZWE","","","URB","","87.7","87.66000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","EUR","","ALB","","","","WQ4","100.0","100.00000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","EUR","","ARM","","","","WQ2","99.9","99.90000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","EUR","","ARM","","","","WQ4","100.0","100.00000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","","","WQ2","73.0","73.05000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","","","WQ2","73.0","72.98000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","EUR","","AZE","","","","WQ4","94.2","94.17000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","SEAR","","BGD","","","","WQ4","34.0","34.03000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","BGD","","","","WQ1","8.9","8.92000","","",""
"pncall3","EQ_DHS","PUBLISHED","2006","AFR","","BEN","","","","WQ1","59.9","59.91000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","BEN","","","","WQ1","59.5","59.52000","","",""
"pncall5","EQ_DHS","PUBLISHED","2006","AFR","","BEN","","","","WQ3","82.3","82.30000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AMR","","BOL","","","","WQ3","87.6","87.57000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AMR","","BOL","","","","WQ3","86.4","86.39000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AMR","","BOL","","","","WQ5","99.3","99.29000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","WPR","","KHM","","","","WQ3","27.6","27.63000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","WPR","","KHM","","","","WQ5","74.1","74.09000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","WPR","","KHM","","","","WQ2","59.6","59.65000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","WPR","","KHM","","","","WQ4","78.8","78.82000","","",""
"pncall3","EQ_DHS","PUBLISHED","2010","AMR","","COL","","","","WQ5","99.4","99.36000","","",""
"pncall5","EQ_DHS","PUBLISHED","2010","AMR","","COL","","","","WQ2","96.9","96.90000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AFR","","COG","","","","WQ4","97.9","97.92000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AFR","","COG","","","","WQ1","66.7","66.70000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","AFR","","COD","","","","WQ1","59.4","59.35000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","AFR","","COD","","","","WQ3","71.3","71.27000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","COD","","","","WQ3","70.6","70.64000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AFR","","COD","","","","WQ5","97.7","97.66000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","AMR","","DOM","","","","WQ1","96.1","96.12000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","AMR","","DOM","","","","WQ3","99.8","99.76000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","AMR","","DOM","","","","WQ5","99.8","99.79000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","EMR","","EGY","","","","WQ1","47.0","46.99000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","EMR","","EGY","","","","WQ3","74.6","74.61000","","",""
"pncall3","EQ_DHS","PUBLISHED","2011","AFR","","ETH","","","","WQ1","3.0","3.03000","","",""
"pncall5","EQ_DHS","PUBLISHED","2011","AFR","","ETH","","","","WQ1","3.1","3.07000","","",""
"pncall5","EQ_DHS","PUBLISHED","2011","AFR","","ETH","","","","WQ3","4.0","4.05000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","GHA","","","","WQ5","95.6","95.63000","","",""
"pncall5","EQ_DHS","PUBLISHED","2008","AFR","","GHA","","","","WQ2","57.6","57.64000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","AMR","","GUY","","","","WQ1","80.0","80.05000","","",""
"pncall3","EQ_DHS","PUBLISHED","2009","AMR","","GUY","","","","WQ3","98.3","98.26000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","AMR","","GUY","","","","WQ3","98.7","98.66000","","",""
"pncall5","EQ_DHS","PUBLISHED","2009","AMR","","GUY","","","","WQ5","98.8","98.79000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HTI","","","","WQ1","9.4","9.39000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HTI","","","","WQ3","25.2","25.21000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HTI","","","","WQ5","70.8","70.78000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AMR","","HTI","","","","WQ5","69.6","69.55000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","AMR","","HND","","","","WQ2","58.6","58.65000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","AMR","","HND","","","","WQ4","91.1","91.12000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","","","WQ1","14.7","14.72000","","",""
"pncall3","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","","","WQ3","43.1","43.06000","","",""
"pncall5","EQ_DHS","PUBLISHED","2005","SEAR","","IND","","","","WQ5","86.2","86.15000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","","","WQ2","49.0","49.01000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","","","WQ4","71.9","71.89000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","SEAR","","IDN","","","","WQ1","28.7","28.73000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","EMR","","JOR","","","","WQ3","99.5","99.53000","","",""
"pncall3","EQ_DHS","PUBLISHED","2007","EMR","","JOR","","","","WQ5","100.0","100.00000","","",""
"pncall5","EQ_DHS","PUBLISHED","2007","EMR","","JOR","","","","WQ5","99.9","99.88000","","",""
"pncall3","EQ_DHS","PUBLISHED","2008","AFR","","KEN","","","","WQ2","35.8","35.78000","","",""
