"GHO","DATASOURCE","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","EDUCATIONLEVEL","SEX","RESIDENCEAREATYPE","WEALTHQUINTILE","Display Value","Numeric","Low","High","Comments"
"WHS4_128","","PUBLISHED","2008","EMR","","IRQ","","","","","69","69.00000","","",""
"WHS4_128","","PUBLISHED","2007","EMR","","IRQ","","","","","69","69.00000","","",""
"WHS4_128","","PUBLISHED","1994","EMR","","IRQ","","","","","82","82.00000","","",""
"WHS4_128","","PUBLISHED","1993","EMR","","IRQ","","","","","68","68.00000","","",""
"WHS4_128","","PUBLISHED","1992","EMR","","IRQ","","","","","69","69.00000","","",""
"WHS4_128","","PUBLISHED","1991","EMR","","IRQ","","","","","62","62.00000","","",""
"WHS4_128","","PUBLISHED","2017","AMR","","JAM","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2016","AMR","","JAM","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2015","AMR","","JAM","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2014","AMR","","JAM","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2000","AMR","","JAM","","","","","51","51.00000","","",""
"WHS4_128","","PUBLISHED","2019","EMR","","JOR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2018","EMR","","JOR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2017","EMR","","JOR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2004","EMR","","JOR","","","","","53","53.00000","","",""
"WHS4_128","","PUBLISHED","2003","EMR","","JOR","","","","","46","46.00000","","",""
"WHS4_128","","PUBLISHED","2002","EMR","","JOR","","","","","54","54.00000","","",""
"WHS4_128","","PUBLISHED","2001","EMR","","JOR","","","","","41","41.00000","","",""
"WHS4_128","","PUBLISHED","1987","EMR","","JOR","","","","","52","52.00000","","",""
"WHS4_128","","PUBLISHED","1986","EMR","","JOR","","","","","40","40.00000","","",""
"WHS4_128","","PUBLISHED","1985","EMR","","JOR","","","","","52","52.00000","","",""
"WHS4_128","","PUBLISHED","1984","EMR","","JOR","","","","","13","13.00000","","",""
"WHS4_128","","PUBLISHED","2009","AFR","","KEN","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","2008","AFR","","KEN","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","2007","AFR","","KEN","","","","","74","74.00000","","",""
"WHS4_128","","PUBLISHED","2006","AFR","","KEN","","","","","74","74.00000","","",""
"WHS4_128","","PUBLISHED","1993","AFR","","KEN","","","","","64","64.00000","","",""
"WHS4_128","","PUBLISHED","1992","AFR","","KEN","","","","","61","61.00000","","",""
"WHS4_128","","PUBLISHED","1990","AFR","","KEN","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","1989","AFR","","KEN","","","","","59","59.00000","","",""
"WHS4_128","","PUBLISHED","2010","WPR","","KIR","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2009","WPR","","KIR","","","","","79","79.00000","","",""
"WHS4_128","","PUBLISHED","2008","WPR","","KIR","","","","","42","42.00000","","",""
"WHS4_128","","PUBLISHED","2007","WPR","","KIR","","","","","43","43.00000","","",""
"WHS4_128","","PUBLISHED","2010","EMR","","KWT","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2009","EMR","","KWT","","","","","84","84.00000","","",""
"WHS4_128","","PUBLISHED","2008","EMR","","KWT","","","","","84","84.00000","","",""
"WHS4_128","","PUBLISHED","2007","EMR","","KWT","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","1993","EMR","","KWT","","","","","53","53.00000","","",""
"WHS4_128","","PUBLISHED","1992","EMR","","KWT","","","","","58","58.00000","","",""
"WHS4_128","","PUBLISHED","1991","EMR","","KWT","","","","","55","55.00000","","",""
"WHS4_128","","PUBLISHED","1990","EMR","","KWT","","","","","51","51.00000","","",""
"WHS4_128","","PUBLISHED","2017","WPR","","LAO","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2016","WPR","","LAO","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2015","WPR","","LAO","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2014","WPR","","LAO","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2000","WPR","","LAO","","","","","58","58.00000","","",""
"WHS4_128","","PUBLISHED","1999","WPR","","LAO","","","","","48","48.00000","","",""
"WHS4_128","","PUBLISHED","1998","WPR","","LAO","","","","","46","46.00000","","",""
"WHS4_128","","PUBLISHED","1997","WPR","","LAO","","","","","45","45.00000","","",""
"WHS4_128","","PUBLISHED","2018","AFR","","LSO","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","2016","AFR","","LSO","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","2015","AFR","","LSO","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","2002","AFR","","LSO","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","2001","AFR","","LSO","","","","","74","74.00000","","",""
"WHS4_128","","PUBLISHED","2000","AFR","","LSO","","","","","73","73.00000","","",""
"WHS4_128","","PUBLISHED","1999","AFR","","LSO","","","","","77","77.00000","","",""
"WHS4_128","","PUBLISHED","1998","AFR","","LSO","","","","","82","82.00000","","",""
"WHS4_128","","PUBLISHED","2014","AFR","","LBR","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","2013","AFR","","LBR","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2012","AFR","","LBR","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2011","AFR","","LBR","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","1997","AFR","","LBR","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","1996","AFR","","LBR","","","","","57","57.00000","","",""
"WHS4_128","","PUBLISHED","1995","AFR","","LBR","","","","","55","55.00000","","",""
"WHS4_128","","PUBLISHED","1994","AFR","","LBR","","","","","52","52.00000","","",""
"WHS4_128","","PUBLISHED","2019","AFR","","MDG","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","2018","AFR","","MDG","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","2017","AFR","","MDG","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","2016","AFR","","MDG","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","2003","AFR","","MDG","","","","","62","62.00000","","",""
"WHS4_128","","PUBLISHED","2002","AFR","","MDG","","","","","61","61.00000","","",""
"WHS4_128","","PUBLISHED","2001","AFR","","MDG","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","2000","AFR","","MDG","","","","","58","58.00000","","",""
"WHS4_128","","PUBLISHED","1986","AFR","","MDG","","","","","35","35.00000","","",""
"WHS4_128","","PUBLISHED","1985","AFR","","MDG","","","","","26","26.00000","","",""
"WHS4_128","","PUBLISHED","1984","AFR","","MDG","","","","","20","20.00000","","",""
"WHS4_128","","PUBLISHED","1983","AFR","","MDG","","","","","15","15.00000","","",""
"WHS4_128","","PUBLISHED","2007","AFR","","MWI","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","2006","AFR","","MWI","","","","","88","88.00000","","",""
"WHS4_128","","PUBLISHED","2005","AFR","","MWI","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","2004","AFR","","MWI","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","1991","AFR","","MWI","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","1990","AFR","","MWI","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","1989","AFR","","MWI","","","","","77","77.00000","","",""
"WHS4_128","","PUBLISHED","1988","AFR","","MWI","","","","","69","69.00000","","",""
"WHS4_128","","PUBLISHED","1987","AFR","","MWI","","","","","50","50.00000","","",""
"WHS4_128","","PUBLISHED","2010","WPR","","MYS","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2009","WPR","","MYS","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2008","WPR","","MYS","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","1994","WPR","","MYS","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","1993","WPR","","MYS","","","","","84","84.00000","","",""
"WHS4_128","","PUBLISHED","1992","WPR","","MYS","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","1991","WPR","","MYS","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","2018","SEAR","","MDV","","","","","99","99.00000","","",""
"WHS4_128","","PUBLISHED","2017","SEAR","","MDV","","","","","99","99.00000","","",""
"WHS4_128","","PUBLISHED","2016","SEAR","","MDV","","","","","99","99.00000","","",""
"WHS4_128","","PUBLISHED","2015","SEAR","","MDV","","","","","99","99.00000","","",""
"WHS4_128","","PUBLISHED","2014","SEAR","","MDV","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2001","SEAR","","MDV","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2000","SEAR","","MDV","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","1999","SEAR","","MDV","","","","","93","93.00000","","",""
"WHS4_128","","PUBLISHED","1998","SEAR","","MDV","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","1984","SEAR","","MDV","","","","","12","12.00000","","",""
"WHS4_128","","PUBLISHED","1983","SEAR","","MDV","","","","","20","20.00000","","",""
"WHS4_128","","PUBLISHED","1982","SEAR","","MDV","","","","","28","28.00000","","",""
"WHS4_128","","PUBLISHED","1981","SEAR","","MDV","","","","","4","4.00000","","",""
"WHS4_128","","PUBLISHED","2007","AFR","","MLI","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2006","AFR","","MLI","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","2005","AFR","","MLI","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","2004","AFR","","MLI","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","1991","AFR","","MLI","","","","","45","45.00000","","",""
"WHS4_128","","PUBLISHED","1990","AFR","","MLI","","","","","45","45.00000","","",""
"WHS4_128","","PUBLISHED","1989","AFR","","MLI","","","","","36","36.00000","","",""
"WHS4_128","","PUBLISHED","1987","AFR","","MLI","","","","","10","10.00000","","",""
"WHS4_128","","PUBLISHED","2013","AFR","","MRT","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2012","AFR","","MRT","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2011","AFR","","MRT","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2010","AFR","","MRT","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","1996","AFR","","MRT","","","","","45","45.00000","","",""
"WHS4_128","","PUBLISHED","1995","AFR","","MRT","","","","","43","43.00000","","",""
"WHS4_128","","PUBLISHED","1994","AFR","","MRT","","","","","41","41.00000","","",""
"WHS4_128","","PUBLISHED","1993","AFR","","MRT","","","","","36","36.00000","","",""
"WHS4_128","","PUBLISHED","2019","AFR","","MUS","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2018","AFR","","MUS","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2017","AFR","","MUS","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2016","AFR","","MUS","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2015","AFR","","MUS","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2002","AFR","","MUS","","","","","79","79.00000","","",""
"WHS4_128","","PUBLISHED","2001","AFR","","MUS","","","","","79","79.00000","","",""
"WHS4_128","","PUBLISHED","2000","AFR","","MUS","","","","","79","79.00000","","",""
"WHS4_128","","PUBLISHED","1999","AFR","","MUS","","","","","78","78.00000","","",""
"WHS4_128","","PUBLISHED","1985","AFR","","MUS","","","","","18","18.00000","","",""
"WHS4_128","","PUBLISHED","1984","AFR","","MUS","","","","","9","9.00000","","",""
"WHS4_128","","PUBLISHED","1983","AFR","","MUS","","","","","1","1.00000","","",""
"WHS4_128","","PUBLISHED","1982","AFR","","MUS","","","","","1","1.00000","","",""
"WHS4_128","","PUBLISHED","2008","AMR","","MEX","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2007","AMR","","MEX","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2006","AMR","","MEX","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2005","AMR","","MEX","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","1992","AMR","","MEX","","","","","64","64.00000","","",""
"WHS4_128","","PUBLISHED","1991","AMR","","MEX","","","","","62","62.00000","","",""
"WHS4_128","","PUBLISHED","1990","AMR","","MEX","","","","","59","59.00000","","",""
"WHS4_128","","PUBLISHED","1989","AMR","","MEX","","","","","56","56.00000","","",""
"WHS4_128","","PUBLISHED","1988","AMR","","MEX","","","","","52","52.00000","","",""
"WHS4_128","","PUBLISHED","2015","EMR","","MAR","","","","","88","88.00000","","",""
"WHS4_128","","PUBLISHED","2014","EMR","","MAR","","","","","88","88.00000","","",""
"WHS4_128","","PUBLISHED","2013","EMR","","MAR","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","2012","EMR","","MAR","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","1998","EMR","","MAR","","","","","53","53.00000","","",""
"WHS4_128","","PUBLISHED","1997","EMR","","MAR","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","1996","EMR","","MAR","","","","","63","63.00000","","",""
"WHS4_128","","PUBLISHED","1995","EMR","","MAR","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2015","AFR","","MOZ","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","2014","AFR","","MOZ","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","2012","AFR","","MOZ","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","2011","AFR","","MOZ","","","","","83","83.00000","","",""
"WHS4_128","","PUBLISHED","1998","AFR","","MOZ","","","","","61","61.00000","","",""
"WHS4_128","","PUBLISHED","1997","AFR","","MOZ","","","","","58","58.00000","","",""
"WHS4_128","","PUBLISHED","1996","AFR","","MOZ","","","","","54","54.00000","","",""
"WHS4_128","","PUBLISHED","1995","AFR","","MOZ","","","","","53","53.00000","","",""
"WHS4_128","","PUBLISHED","2019","SEAR","","MMR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2018","SEAR","","MMR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2017","SEAR","","MMR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2016","SEAR","","MMR","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2002","SEAR","","MMR","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","2001","SEAR","","MMR","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2000","SEAR","","MMR","","","","","79","79.00000","","",""
"WHS4_128","","PUBLISHED","1999","SEAR","","MMR","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1986","SEAR","","MMR","","","","","31","31.00000","","",""
"WHS4_128","","PUBLISHED","1985","SEAR","","MMR","","","","","24","24.00000","","",""
"WHS4_128","","PUBLISHED","1984","SEAR","","MMR","","","","","21","21.00000","","",""
"WHS4_128","","PUBLISHED","1983","SEAR","","MMR","","","","","15","15.00000","","",""
"WHS4_128","","PUBLISHED","1982","SEAR","","MMR","","","","","12","12.00000","","",""
"WHS4_128","","PUBLISHED","2009","AFR","","NAM","","","","","82","82.00000","","",""
"WHS4_128","","PUBLISHED","2008","AFR","","NAM","","","","","82","82.00000","","",""
"WHS4_128","","PUBLISHED","2007","AFR","","NAM","","","","","82","82.00000","","",""
"WHS4_128","","PUBLISHED","2006","AFR","","NAM","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","1992","AFR","","NAM","","","","","38","38.00000","","",""
"WHS4_128","","PUBLISHED","2019","SEAR","","NPL","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","2018","SEAR","","NPL","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","2005","SEAR","","NPL","","","","","88","88.00000","","",""
"WHS4_128","","PUBLISHED","2004","SEAR","","NPL","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2003","SEAR","","NPL","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2002","SEAR","","NPL","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","2001","SEAR","","NPL","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1988","SEAR","","NPL","","","","","37","37.00000","","",""
"WHS4_128","","PUBLISHED","1987","SEAR","","NPL","","","","","25","25.00000","","",""
"WHS4_128","","PUBLISHED","1986","SEAR","","NPL","","","","","29","29.00000","","",""
"WHS4_128","","PUBLISHED","1985","SEAR","","NPL","","","","","18","18.00000","","",""
"WHS4_128","","PUBLISHED","2011","AMR","","NIC","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2010","AMR","","NIC","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2009","AMR","","NIC","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2008","AMR","","NIC","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","1994","AMR","","NIC","","","","","64","64.00000","","",""
"WHS4_128","","PUBLISHED","1993","AMR","","NIC","","","","","59","59.00000","","",""
"WHS4_128","","PUBLISHED","1992","AMR","","NIC","","","","","50","50.00000","","",""
"WHS4_128","","PUBLISHED","2017","AFR","","NER","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2016","AFR","","NER","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2015","AFR","","NER","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2014","AFR","","NER","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2000","AFR","","NER","","","","","63","63.00000","","",""
"WHS4_128","","PUBLISHED","1999","AFR","","NER","","","","","62","62.00000","","",""
"WHS4_128","","PUBLISHED","1998","AFR","","NER","","","","","63","63.00000","","",""
"WHS4_128","","PUBLISHED","1997","AFR","","NER","","","","","57","57.00000","","",""
"WHS4_128","","PUBLISHED","1983","AFR","","NER","","","","","5","5.00000","","",""
"WHS4_128","","PUBLISHED","1982","AFR","","NER","","","","","4","4.00000","","",""
"WHS4_128","","PUBLISHED","1981","AFR","","NER","","","","","3","3.00000","","",""
"WHS4_128","","PUBLISHED","2019","AFR","","NGA","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","2006","AFR","","NGA","","","","","63","63.00000","","",""
"WHS4_128","","PUBLISHED","2005","AFR","","NGA","","","","","62","62.00000","","",""
"WHS4_128","","PUBLISHED","2004","AFR","","NGA","","","","","61","61.00000","","",""
"WHS4_128","","PUBLISHED","2003","AFR","","NGA","","","","","61","61.00000","","",""
"WHS4_128","","PUBLISHED","2002","AFR","","NGA","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","1988","AFR","","NGA","","","","","29","29.00000","","",""
"WHS4_128","","PUBLISHED","1987","AFR","","NGA","","","","","22","22.00000","","",""
"WHS4_128","","PUBLISHED","1986","AFR","","NGA","","","","","16","16.00000","","",""
"WHS4_128","","PUBLISHED","2011","EMR","","OMN","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2010","EMR","","OMN","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2009","EMR","","OMN","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2008","EMR","","OMN","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","1994","EMR","","OMN","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","1993","EMR","","OMN","","","","","93","93.00000","","",""
"WHS4_128","","PUBLISHED","1992","EMR","","OMN","","","","","89","89.00000","","",""
"WHS4_128","","PUBLISHED","1991","EMR","","OMN","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2018","EMR","","PAK","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","2017","EMR","","PAK","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","2016","EMR","","PAK","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","2015","EMR","","PAK","","","","","75","75.00000","","",""
"WHS4_128","","PUBLISHED","2001","EMR","","PAK","","","","","74","74.00000","","",""
"WHS4_128","","PUBLISHED","2006","WPR","","SLB","","","","","74","74.00000","","",""
"WHS4_128","","PUBLISHED","2004","WPR","","SLB","","","","","82","82.00000","","",""
"WHS4_128","","PUBLISHED","1997","WPR","","SLB","","","","","75","75.00000","","",""
"WHS4_128","","PUBLISHED","1995","WPR","","SLB","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","1988","WPR","","SLB","","","","","58","58.00000","","",""
"WHS4_128","","PUBLISHED","1986","WPR","","SLB","","","","","29","29.00000","","",""
"WHS4_128","","PUBLISHED","2017","EMR","","SOM","","","","","67","67.00000","","",""
"WHS4_128","","PUBLISHED","2015","EMR","","SOM","","","","","67","67.00000","","",""
"WHS4_128","","PUBLISHED","2008","EMR","","SOM","","","","","49","49.00000","","",""
"WHS4_128","","PUBLISHED","2006","EMR","","SOM","","","","","51","51.00000","","",""
"WHS4_128","","PUBLISHED","1999","EMR","","SOM","","","","","47","47.00000","","",""
"WHS4_128","","PUBLISHED","1997","EMR","","SOM","","","","","48","48.00000","","",""
"WHS4_128","","PUBLISHED","1992","EMR","","SOM","","","","","49","49.00000","","",""
"WHS4_128","","PUBLISHED","1990","EMR","","SOM","","","","","49","49.00000","","",""
"WHS4_128","","PUBLISHED","1983","EMR","","SOM","","","","","6","6.00000","","",""
"WHS4_128","","PUBLISHED","1981","EMR","","SOM","","","","","1","1.00000","","",""
"WHS4_128","","PUBLISHED","2013","AFR","","ZAF","","","","","77","77.00000","","",""
"WHS4_128","","PUBLISHED","2011","AFR","","ZAF","","","","","77","77.00000","","",""
"WHS4_128","","PUBLISHED","2006","AFR","","ZAF","","","","","74","74.00000","","",""
"WHS4_128","","PUBLISHED","2004","AFR","","ZAF","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","2002","AFR","","ZAF","","","","","62","62.00000","","",""
"WHS4_128","","PUBLISHED","1997","AFR","","ZAF","","","","","39","39.00000","","",""
"WHS4_128","","PUBLISHED","1995","AFR","","ZAF","","","","","29","29.00000","","",""
"WHS4_128","","PUBLISHED","2016","SEAR","","LKA","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2014","SEAR","","LKA","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2009","SEAR","","LKA","","","","","93","93.00000","","",""
"WHS4_128","","PUBLISHED","2007","SEAR","","LKA","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2005","SEAR","","LKA","","","","","87","87.00000","","",""
"WHS4_128","","PUBLISHED","2000","SEAR","","LKA","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","1998","SEAR","","LKA","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","1991","SEAR","","LKA","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1989","SEAR","","LKA","","","","","64","64.00000","","",""
"WHS4_128","","PUBLISHED","1984","SEAR","","LKA","","","","","53","53.00000","","",""
"WHS4_128","","PUBLISHED","1982","SEAR","","LKA","","","","","50","50.00000","","",""
"WHS4_128","","PUBLISHED","1980","SEAR","","LKA","","","","","45","45.00000","","",""
"WHS4_128","","PUBLISHED","2015","EMR","","SDN","","","","","77","77.00000","","",""
"WHS4_128","","PUBLISHED","2013","EMR","","SDN","","","","","74","74.00000","","",""
"WHS4_128","","PUBLISHED","2006","EMR","","SDN","","","","","70","70.00000","","",""
"WHS4_128","","PUBLISHED","2004","EMR","","SDN","","","","","68","68.00000","","",""
"WHS4_128","","PUBLISHED","1997","EMR","","SDN","","","","","69","69.00000","","",""
"WHS4_128","","PUBLISHED","1995","EMR","","SDN","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1988","EMR","","SDN","","","","","20","20.00000","","",""
"WHS4_128","","PUBLISHED","1981","EMR","","SDN","","","","","1","1.00000","","",""
"WHS4_128","","PUBLISHED","2018","AFR","","SSD","","","","","68","68.00000","","",""
"WHS4_128","","PUBLISHED","2011","AFR","","SSD","","","","","64","64.00000","","",""
"WHS4_128","","PUBLISHED","2018","AMR","","SUR","","","","","93","93.00000","","",""
"WHS4_128","","PUBLISHED","2013","AMR","","SUR","","","","","93","93.00000","","",""
"WHS4_128","","PUBLISHED","2011","AMR","","SUR","","","","","93","93.00000","","",""
"WHS4_128","","PUBLISHED","2004","AMR","","SUR","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","2002","AMR","","SUR","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","1995","AMR","","SUR","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","1993","AMR","","SUR","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","1988","AMR","","SUR","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2019","AFR","","SWZ","","","","","88","88.00000","","",""
"WHS4_128","","PUBLISHED","2012","AFR","","SWZ","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","2010","AFR","","SWZ","","","","","86","86.00000","","",""
"WHS4_128","","PUBLISHED","2003","AFR","","SWZ","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2001","AFR","","SWZ","","","","","80","80.00000","","",""
"WHS4_128","","PUBLISHED","1996","AFR","","SWZ","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1994","AFR","","SWZ","","","","","79","79.00000","","",""
"WHS4_128","","PUBLISHED","2018","EMR","","SYR","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2009","EMR","","SYR","","","","","94","94.00000","","",""
"WHS4_128","","PUBLISHED","2007","EMR","","SYR","","","","","92","92.00000","","",""
"WHS4_128","","PUBLISHED","2002","EMR","","SYR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","2000","EMR","","SYR","","","","","90","90.00000","","",""
"WHS4_128","","PUBLISHED","1991","EMR","","SYR","","","","","69","69.00000","","",""
"WHS4_128","","PUBLISHED","1984","EMR","","SYR","","","","","6","6.00000","","",""
"WHS4_128","","PUBLISHED","1982","EMR","","SYR","","","","","3","3.00000","","",""
"WHS4_128","","PUBLISHED","2017","SEAR","","THA","","","","","98","98.00000","","",""
"WHS4_128","","PUBLISHED","2015","SEAR","","THA","","","","","95","95.00000","","",""
"WHS4_128","","PUBLISHED","2008","SEAR","","THA","","","","","91","91.00000","","",""
"WHS4_128","","PUBLISHED","2006","SEAR","","THA","","","","","88","88.00000","","",""
"WHS4_128","","PUBLISHED","1999","SEAR","","THA","","","","","85","85.00000","","",""
"WHS4_128","","PUBLISHED","1997","SEAR","","THA","","","","","82","82.00000","","",""
"WHS4_128","","PUBLISHED","1992","SEAR","","THA","","","","","76","76.00000","","",""
"WHS4_128","","PUBLISHED","1990","SEAR","","THA","","","","","75","75.00000","","",""
"WHS4_128","","PUBLISHED","1988","SEAR","","THA","","","","","60","60.00000","","",""
"WHS4_128","","PUBLISHED","1983","SEAR","","THA","","","","","43","43.00000","","",""
"WHS4_128","","PUBLISHED","1981","SEAR","","THA","","","","","32","32.00000","","",""
"WHS4_128","","PUBLISHED","2014","SEAR","","TLS","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2012","SEAR","","TLS","","","","","81","81.00000","","",""
"WHS4_128","","PUBLISHED","2007","SEAR","","TLS","","","","","59","59.00000","","",""
"WHS4_128","","PUBLISHED","2005","SEAR","","TLS","","","","","59","59.00000","","",""
