GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,SEX,Display Value,Numeric,Low,High,Comments
MDG_0000000001,PUBLISHED,1975,EMR,AFG,BTSX,181.5,181.54734,161.1289,207.47405,
MDG_0000000001,PUBLISHED,1984,EMR,AFG,BTSX,144.3,144.3216,131.13761,161.63706,
MDG_0000000001,PUBLISHED,1993,EMR,AFG,BTSX,109.9,109.92987,102.20299,118.12778,
MDG_0000000001,PUBLISHED,2007,EMR,AFG,BTSX,71.7,71.66027,67.07449,76.79033,
MDG_0000000001,PUBLISHED,2016,EMR,AFG,BTSX,51.3,51.31914,44.35608,58.37891,
MDG_0000000001,PUBLISHED,2018,EMR,AFG,BTSX,48,48.04333,39.9443,56.32006,
MDG_0000000001,PUBLISHED,1969,EMR,AFG,FMLE,194.5,194.53628,170.57783,223.62624,
MDG_0000000001,PUBLISHED,1983,EMR,AFG,FMLE,141.1,141.12047,127.06498,159.70961,
MDG_0000000001,PUBLISHED,1992,EMR,AFG,FMLE,107.3,107.30785,99.17014,116.29695,
MDG_0000000001,PUBLISHED,2001,EMR,AFG,FMLE,82.4,82.37175,76.84796,88.52656,
MDG_0000000001,PUBLISHED,2003,EMR,AFG,FMLE,77.4,77.40377,72.30883,83.27941,
MDG_0000000001,PUBLISHED,1968,EMR,AFG,MLE,218.7,218.68965,192.10403,251.15846,
MDG_0000000001,PUBLISHED,1977,EMR,AFG,MLE,181.7,181.69231,161.29625,207.34864,
MDG_0000000001,PUBLISHED,1986,EMR,AFG,MLE,142.7,142.69442,129.84563,158.47411,
MDG_0000000001,PUBLISHED,1991,EMR,AFG,MLE,122.5,122.47907,113.22733,132.74962,
MDG_0000000001,PUBLISHED,2000,EMR,AFG,MLE,95.3,95.2749,88.87076,102.43175,
MDG_0000000001,PUBLISHED,2011,EMR,AFG,MLE,65.5,65.46061,60.07313,71.36773,
MDG_0000000001,PUBLISHED,1980,AFR,AGO,BTSX,140.2,140.23839,108.90017,185.22324,
MDG_0000000001,PUBLISHED,1994,AFR,AGO,BTSX,131.2,131.15862,117.60388,147.77118,
MDG_0000000001,PUBLISHED,2003,AFR,AGO,BTSX,110,110.02648,96.42668,126.4289,
MDG_0000000001,PUBLISHED,1988,AFR,AGO,FMLE,121.7,121.6918,107.07482,139.20451,
MDG_0000000001,PUBLISHED,1997,AFR,AGO,FMLE,117.9,117.9108,104.94604,133.87929,
MDG_0000000001,PUBLISHED,2006,AFR,AGO,FMLE,86.8,86.8003,72.56205,103.14939,
MDG_0000000001,PUBLISHED,1980,AFR,AGO,MLE,150.5,150.46668,116.63397,198.82263,
MDG_0000000001,PUBLISHED,1989,AFR,AGO,MLE,141,140.96542,124.97413,160.49632,
MDG_0000000001,PUBLISHED,1991,AFR,AGO,MLE,141,140.9572,125.59251,159.83217,
MDG_0000000001,PUBLISHED,2000,AFR,AGO,MLE,130.8,130.84631,115.63487,149.25618,
MDG_0000000001,PUBLISHED,2014,AFR,AGO,MLE,66.4,66.42238,40.56681,102.89138,
MDG_0000000001,PUBLISHED,1981,EUR,ALB,BTSX,61.5,61.47555,48.30282,76.68909,
MDG_0000000001,PUBLISHED,1990,EUR,ALB,BTSX,35.5,35.4896,31.77016,39.54526,
MDG_0000000001,PUBLISHED,2015,EUR,ALB,BTSX,8.5,8.50946,8.20544,8.84165,
MDG_0000000001,PUBLISHED,1982,EUR,ALB,FMLE,50.4,50.38705,40.80014,61.21738,
MDG_0000000001,PUBLISHED,1996,EUR,ALB,FMLE,24.7,24.69648,22.14514,27.54952,
MDG_0000000001,PUBLISHED,2005,EUR,ALB,FMLE,15.1,15.11181,14.40247,15.84748,
MDG_0000000001,PUBLISHED,2016,EUR,ALB,FMLE,7.5,7.45794,7.1236,7.82518,
MDG_0000000001,PUBLISHED,1983,EUR,ALB,MLE,59.3,59.25167,49.32444,70.21564,
MDG_0000000001,PUBLISHED,1988,EUR,ALB,MLE,43.8,43.75487,38.81585,49.20743,
MDG_0000000001,PUBLISHED,1997,EUR,ALB,MLE,31.2,31.15479,28.06554,34.56719,
MDG_0000000001,PUBLISHED,2006,EUR,ALB,MLE,18.9,18.91575,18.20349,19.64818,
MDG_0000000001,PUBLISHED,1996,EUR,AND,BTSX,7.7,7.65928,3.06649,18.89894,
MDG_0000000001,PUBLISHED,2005,EUR,AND,BTSX,5.4,5.36816,2.96454,9.56716,
MDG_0000000001,PUBLISHED,2014,EUR,AND,BTSX,3.5,3.4954,1.30551,9.70171,
MDG_0000000001,PUBLISHED,1993,EUR,AND,FMLE,7.4,7.44385,2.42779,22.7662,
MDG_0000000001,PUBLISHED,2002,EUR,AND,FMLE,5.4,5.43585,2.90259,10.14611,
MDG_0000000001,PUBLISHED,2004,EUR,AND,FMLE,5,4.99272,2.76057,8.96925,
MDG_0000000001,PUBLISHED,2013,EUR,AND,FMLE,3.3,3.30773,1.31625,8.52286,
MDG_0000000001,PUBLISHED,1992,EUR,AND,MLE,9.6,9.57519,2.86496,31.91652,
MDG_0000000001,PUBLISHED,2001,EUR,AND,MLE,7,6.95031,3.60283,13.40196,
MDG_0000000001,PUBLISHED,1975,EMR,ARE,BTSX,45.6,45.59168,39.96631,51.70575,
MDG_0000000001,PUBLISHED,1984,EMR,ARE,BTSX,20.6,20.61277,17.73731,23.87797,
MDG_0000000001,PUBLISHED,1998,EMR,ARE,BTSX,10.2,10.21458,9.34434,11.17931,
MDG_0000000001,PUBLISHED,2007,EMR,ARE,BTSX,7.9,7.85969,7.60857,8.11935,
MDG_0000000001,PUBLISHED,2018,EMR,ARE,BTSX,6.5,6.50609,5.75564,7.35071,
MDG_0000000001,PUBLISHED,1967,EMR,ARE,FMLE,81.4,81.36571,69.37015,95.40253,
MDG_0000000001,PUBLISHED,1972,EMR,ARE,FMLE,53.1,53.08865,46.3157,60.70855,
MDG_0000000001,PUBLISHED,1981,EMR,ARE,FMLE,23.1,23.06345,19.96399,26.70876,
MDG_0000000001,PUBLISHED,1990,EMR,ARE,FMLE,12.4,12.40907,10.52112,14.5509,
MDG_0000000001,PUBLISHED,1992,EMR,ARE,FMLE,11.2,11.23044,9.58862,13.10436,
MDG_0000000001,PUBLISHED,2015,EMR,ARE,FMLE,5.9,5.9469,5.58139,6.33615,
MDG_0000000001,PUBLISHED,1964,EMR,ARE,MLE,118.4,118.43965,98.72188,142.19747,
MDG_0000000001,PUBLISHED,1973,EMR,ARE,MLE,59.6,59.64321,52.20519,67.79001,
MDG_0000000001,PUBLISHED,1987,EMR,ARE,MLE,18.9,18.9445,16.06998,22.17477,
MDG_0000000001,PUBLISHED,1996,EMR,ARE,MLE,12.2,12.20909,10.80559,13.76642,
MDG_0000000001,PUBLISHED,1998,EMR,ARE,MLE,11.4,11.41271,10.38796,12.54852,
MDG_0000000001,PUBLISHED,2007,EMR,ARE,MLE,8.7,8.74549,8.36633,9.12605,
MDG_0000000001,PUBLISHED,1970,AMR,ARG,BTSX,59,58.97348,56.87793,61.1071,
MDG_0000000001,PUBLISHED,1979,AMR,ARG,BTSX,40.1,40.0946,39.36417,40.82857,
MDG_0000000001,PUBLISHED,2013,AMR,ARG,BTSX,11.3,11.30478,11.09238,11.52329,
MDG_0000000001,PUBLISHED,1971,AMR,ARG,FMLE,54.3,54.34958,52.32984,56.47665,
MDG_0000000001,PUBLISHED,1985,AMR,ARG,FMLE,23.9,23.89625,23.42149,24.36623,
MDG_0000000001,PUBLISHED,1994,AMR,ARG,FMLE,19.9,19.88196,19.48052,20.30384,
MDG_0000000001,PUBLISHED,1996,AMR,ARG,FMLE,18.2,18.17614,17.79602,18.55441,
MDG_0000000001,PUBLISHED,2005,AMR,ARG,FMLE,13.2,13.16035,12.88372,13.44977,
MDG_0000000001,PUBLISHED,2019,AMR,ARG,FMLE,7.3,7.26761,6.89031,7.6734,
MDG_0000000001,PUBLISHED,1977,AMR,ARG,MLE,50.9,50.9247,49.61517,52.29581,
MDG_0000000001,PUBLISHED,1986,AMR,ARG,MLE,29,28.96494,28.4105,29.5298,
MDG_0000000001,PUBLISHED,1988,AMR,ARG,MLE,28.4,28.41281,27.87741,28.96281,
MDG_0000000001,PUBLISHED,2009,AMR,ARG,MLE,14.7,14.71847,14.41042,15.02223,
MDG_0000000001,PUBLISHED,2011,AMR,ARG,MLE,13.6,13.62811,13.35007,13.90585,
MDG_0000000001,PUBLISHED,1976,EUR,ARM,BTSX,69.5,69.45078,58.75713,81.60263,
MDG_0000000001,PUBLISHED,1985,EUR,ARM,BTSX,50.2,50.15105,45.66537,55.1319,
MDG_0000000001,PUBLISHED,1990,EUR,ARM,BTSX,41.7,41.74471,38.1774,45.6646,
MDG_0000000001,PUBLISHED,1999,EUR,ARM,BTSX,28.3,28.27711,25.65322,30.98183,
MDG_0000000001,PUBLISHED,2010,EUR,ARM,BTSX,16.5,16.53714,13.98255,18.93289,
MDG_0000000001,PUBLISHED,2019,EUR,ARM,BTSX,10.5,10.50872,7.78509,13.58927,
MDG_0000000001,PUBLISHED,1989,EUR,ARM,FMLE,38.8,38.8271,35.1532,42.90673,
MDG_0000000001,PUBLISHED,1998,EUR,ARM,FMLE,26.4,26.40054,23.7493,29.20345,
MDG_0000000001,PUBLISHED,1988,EUR,ARM,MLE,53.4,53.37923,48.5289,58.76564,
MDG_0000000001,PUBLISHED,1997,EUR,ARM,MLE,34.1,34.09097,30.91487,37.63667,
MDG_0000000001,PUBLISHED,2011,EUR,ARM,MLE,17.4,17.38234,14.56924,20.20832,
MDG_0000000001,PUBLISHED,1950,AMR,ATG,BTSX,83.1,83.05187,76.45632,90.29341,
MDG_0000000001,PUBLISHED,1952,AMR,ATG,BTSX,80.4,80.41092,76.32243,84.66695,
MDG_0000000001,PUBLISHED,1961,AMR,ATG,BTSX,59.1,59.07253,56.17515,62.21816,
MDG_0000000001,PUBLISHED,1975,AMR,ATG,BTSX,17.2,17.21761,15.59434,19.01606,
MDG_0000000001,PUBLISHED,1984,AMR,ATG,BTSX,11.2,11.20192,9.90984,12.66329,
MDG_0000000001,PUBLISHED,1993,AMR,ATG,BTSX,12.4,12.40944,11.06407,13.86184,
MDG_0000000001,PUBLISHED,2018,AMR,ATG,BTSX,6,6.00596,4.38593,8.19353,
MDG_0000000001,PUBLISHED,1957,AMR,ATG,FMLE,67.9,67.85745,64.11324,71.85012,
MDG_0000000001,PUBLISHED,1966,AMR,ATG,FMLE,34,33.96012,31.28759,36.84655,
MDG_0000000001,PUBLISHED,1971,AMR,ATG,FMLE,20.5,20.51747,18.67251,22.50942,
MDG_0000000001,PUBLISHED,1980,AMR,ATG,FMLE,11.8,11.84501,10.49244,13.367,
MDG_0000000001,PUBLISHED,1991,AMR,ATG,FMLE,10.7,10.69517,9.43249,12.11607,
MDG_0000000001,PUBLISHED,2000,AMR,ATG,FMLE,11.8,11.81895,10.56411,13.18219,
MDG_0000000001,PUBLISHED,2014,AMR,ATG,FMLE,6.5,6.49023,5.37317,7.84299,
MDG_0000000001,PUBLISHED,1953,AMR,ATG,MLE,82.6,82.55615,78.19463,87.14319,
MDG_0000000001,PUBLISHED,1978,AMR,ATG,MLE,15.6,15.60065,13.92174,17.505,
MDG_0000000001,PUBLISHED,1987,AMR,ATG,MLE,11.9,11.91561,10.41078,13.6409,
MDG_0000000001,PUBLISHED,1996,AMR,ATG,MLE,14.4,14.40093,12.8763,16.02207,
MDG_0000000001,PUBLISHED,2010,AMR,ATG,MLE,9.4,9.40886,8.22065,10.73872,
MDG_0000000001,PUBLISHED,2019,AMR,ATG,MLE,6.2,6.22107,4.35268,8.81988,
MDG_0000000001,PUBLISHED,1951,WPR,AUS,BTSX,24.7,24.67357,24.13059,25.22487,
MDG_0000000001,PUBLISHED,1960,WPR,AUS,BTSX,20.3,20.33264,19.94711,20.72496,
MDG_0000000001,PUBLISHED,1974,WPR,AUS,BTSX,15.3,15.27907,14.98937,15.58655,
MDG_0000000001,PUBLISHED,1983,WPR,AUS,BTSX,9.8,9.81476,9.62945,10.00173,
MDG_0000000001,PUBLISHED,1992,WPR,AUS,BTSX,6.7,6.71726,6.58503,6.8446,
MDG_0000000001,PUBLISHED,2017,WPR,AUS,BTSX,3.1,3.13778,3.05787,3.21948,
MDG_0000000001,PUBLISHED,1956,WPR,AUS,FMLE,19.5,19.52826,19.09531,19.97695,
MDG_0000000001,PUBLISHED,1970,WPR,AUS,FMLE,15.5,15.45222,15.09781,15.80635,
MDG_0000000001,PUBLISHED,1979,WPR,AUS,FMLE,9.9,9.89786,9.66145,10.13497,
MDG_0000000001,PUBLISHED,1990,WPR,AUS,FMLE,6.6,6.64863,6.48765,6.81197,
MDG_0000000001,PUBLISHED,1999,WPR,AUS,FMLE,4.7,4.65795,4.53902,4.77419,
MDG_0000000001,PUBLISHED,2004,WPR,AUS,FMLE,4.3,4.34674,4.23829,4.46224,
MDG_0000000001,PUBLISHED,2013,WPR,AUS,FMLE,3.2,3.16289,3.07561,3.25312,
MDG_0000000001,PUBLISHED,1952,WPR,AUS,MLE,26.9,26.91325,26.32326,27.51707,
MDG_0000000001,PUBLISHED,1975,WPR,AUS,MLE,16.2,16.16492,15.82702,16.51375,
MDG_0000000001,PUBLISHED,1977,WPR,AUS,MLE,14.2,14.16768,13.85202,14.49053,
MDG_0000000001,PUBLISHED,1984,WPR,AUS,MLE,10.7,10.72382,10.49069,10.96293,
MDG_0000000001,PUBLISHED,1986,WPR,AUS,MLE,10.1,10.14954,9.92957,10.3725,
MDG_0000000001,PUBLISHED,1995,WPR,AUS,MLE,6.4,6.39624,6.25398,6.5382,
MDG_0000000001,PUBLISHED,2009,WPR,AUS,MLE,4.6,4.58688,4.47905,4.69628,
MDG_0000000001,PUBLISHED,2018,WPR,AUS,MLE,3.4,3.36411,3.22823,3.50395,
MDG_0000000001,PUBLISHED,1950,EUR,AUT,BTSX,73.2,73.17335,70.6142,75.78553,
MDG_0000000001,PUBLISHED,1959,EUR,AUT,BTSX,39.6,39.56076,38.74023,40.42144,
MDG_0000000001,PUBLISHED,1973,EUR,AUT,BTSX,23.1,23.12846,22.6149,23.68502,
MDG_0000000001,PUBLISHED,1982,EUR,AUT,BTSX,12.6,12.56413,12.28973,12.838,
MDG_0000000001,PUBLISHED,1991,EUR,AUT,BTSX,7.6,7.6452,7.42709,7.87798,
MDG_0000000001,PUBLISHED,2016,EUR,AUT,BTSX,3,2.99327,2.84552,3.14619,
MDG_0000000001,PUBLISHED,1955,EUR,AUT,FMLE,40.7,40.74865,39.69934,41.83578,
MDG_0000000001,PUBLISHED,1969,EUR,AUT,FMLE,21.7,21.71633,21.17291,22.26818,
MDG_0000000001,PUBLISHED,1978,EUR,AUT,FMLE,13.3,13.29363,12.91988,13.67606,
MDG_0000000001,PUBLISHED,1989,EUR,AUT,FMLE,7.4,7.39399,7.14268,7.65123,
MDG_0000000001,PUBLISHED,2003,EUR,AUT,FMLE,3.9,3.89285,3.7241,4.07298,
MDG_0000000001,PUBLISHED,2012,EUR,AUT,FMLE,3,3.01205,2.86901,3.16435,
MDG_0000000001,PUBLISHED,1951,EUR,AUT,MLE,71.9,71.91205,69.7862,74.08904,
MDG_0000000001,PUBLISHED,1953,EUR,AUT,MLE,58.9,58.89311,57.25794,60.52075,
MDG_0000000001,PUBLISHED,1974,EUR,AUT,MLE,24.5,24.49259,23.91501,25.09317,
MDG_0000000001,PUBLISHED,1976,EUR,AUT,MLE,20.4,20.43681,19.93571,20.94751,
MDG_0000000001,PUBLISHED,1985,EUR,AUT,MLE,12.1,12.06546,11.73544,12.41197,
MDG_0000000001,PUBLISHED,1994,EUR,AUT,MLE,6.8,6.80967,6.58565,7.04121,
MDG_0000000001,PUBLISHED,1999,EUR,AUT,MLE,5.1,5.11688,4.92094,5.32154,
MDG_0000000001,PUBLISHED,2008,EUR,AUT,MLE,4.1,4.1203,3.93954,4.3072,
MDG_0000000001,PUBLISHED,2017,EUR,AUT,MLE,3.2,3.21138,2.98204,3.45856,
MDG_0000000001,PUBLISHED,2019,EUR,AUT,MLE,3.1,3.09898,2.68137,3.61355,
MDG_0000000001,PUBLISHED,1990,EUR,AZE,BTSX,75.8,75.82416,69.47681,82.73457,
MDG_0000000001,PUBLISHED,2004,EUR,AZE,BTSX,47.2,47.22972,41.16118,53.429,
MDG_0000000001,PUBLISHED,2013,EUR,AZE,BTSX,26.8,26.77097,21.30895,33.55523,
MDG_0000000001,PUBLISHED,2009,EUR,AZE,FMLE,31.5,31.48839,26.39663,37.29786,
MDG_0000000001,PUBLISHED,2018,EUR,AZE,FMLE,17.2,17.24358,11.52891,25.48557,
MDG_0000000001,PUBLISHED,1994,EUR,AZE,MLE,81.6,81.59545,74.6606,89.18821,
MDG_0000000001,PUBLISHED,2003,EUR,AZE,MLE,54.4,54.44666,47.70759,61.39764,
MDG_0000000001,PUBLISHED,2014,EUR,AZE,MLE,27.4,27.40675,21.29526,35.07366,
MDG_0000000001,PUBLISHED,1972,AFR,BDI,BTSX,147.3,147.29681,131.22645,165.19771,
MDG_0000000001,PUBLISHED,1981,AFR,BDI,BTSX,127.2,127.21878,115.74021,140.68131,
MDG_0000000001,PUBLISHED,1990,AFR,BDI,BTSX,105.2,105.22888,96.92165,114.68212,
MDG_0000000001,PUBLISHED,1999,AFR,BDI,BTSX,97.9,97.93937,90.16626,106.61845,
MDG_0000000001,PUBLISHED,2013,AFR,BDI,BTSX,50.4,50.4459,42.71813,59.96056,
MDG_0000000001,PUBLISHED,2015,AFR,BDI,BTSX,45.9,45.94337,36.86474,57.68615,
MDG_0000000001,PUBLISHED,1968,AFR,BDI,FMLE,134.8,134.80318,118.36483,154.14483,
MDG_0000000001,PUBLISHED,1977,AFR,BDI,FMLE,133.9,133.88055,119.90949,150.18043,
MDG_0000000001,PUBLISHED,1982,AFR,BDI,FMLE,111.2,111.23872,100.68392,123.46613,
MDG_0000000001,PUBLISHED,1991,AFR,BDI,FMLE,97,97.02007,88.75404,106.07169,
MDG_0000000001,PUBLISHED,2002,AFR,BDI,FMLE,80.7,80.66291,73.41761,88.98496,
MDG_0000000001,PUBLISHED,2011,AFR,BDI,FMLE,50.1,50.14655,43.78045,57.60118,
MDG_0000000001,PUBLISHED,1969,AFR,BDI,MLE,157,156.9523,138.59646,178.38826,
MDG_0000000001,PUBLISHED,1978,AFR,BDI,MLE,153.5,153.51466,137.51461,171.51684,
MDG_0000000001,PUBLISHED,1987,AFR,BDI,MLE,112.2,112.18966,101.15859,124.40247,
MDG_0000000001,PUBLISHED,2012,AFR,BDI,MLE,58.5,58.48279,50.37816,68.09467,
MDG_0000000001,PUBLISHED,1951,EUR,BEL,BTSX,47.7,47.7057,46.66165,48.77983,
MDG_0000000001,PUBLISHED,1965,EUR,BEL,BTSX,24,24.02695,23.53755,24.5019,
MDG_0000000001,PUBLISHED,1974,EUR,BEL,BTSX,16.7,16.70648,16.36763,17.02779,
MDG_0000000001,PUBLISHED,1976,EUR,BEL,BTSX,14.9,14.901,14.60401,15.19455,
MDG_0000000001,PUBLISHED,1985,EUR,BEL,BTSX,9.8,9.83043,9.61704,10.0409,
MDG_0000000001,PUBLISHED,1999,EUR,BEL,BTSX,5,4.96594,4.83027,5.10247,
MDG_0000000001,PUBLISHED,2008,EUR,BEL,BTSX,3.8,3.77613,3.6649,3.89126,
MDG_0000000001,PUBLISHED,2017,EUR,BEL,BTSX,2.9,2.94076,2.70853,3.1881,
MDG_0000000001,PUBLISHED,1970,EUR,BEL,FMLE,17.7,17.67538,17.24782,18.11921,
MDG_0000000001,PUBLISHED,1972,EUR,BEL,FMLE,16.1,16.13515,15.7543,16.5425,
MDG_0000000001,PUBLISHED,1981,EUR,BEL,FMLE,10,9.9974,9.74766,10.26107,
MDG_0000000001,PUBLISHED,1990,EUR,BEL,FMLE,7.1,7.12793,6.92598,7.32981,
MDG_0000000001,PUBLISHED,1995,EUR,BEL,FMLE,5.5,5.45598,5.28291,5.63433,
MDG_0000000001,PUBLISHED,2004,EUR,BEL,FMLE,3.6,3.64314,3.51123,3.77319,
MDG_0000000001,PUBLISHED,2015,EUR,BEL,FMLE,2.8,2.76728,2.64113,2.90266,
MDG_0000000001,PUBLISHED,1954,EUR,BEL,MLE,48.1,48.10956,47.03216,49.22948,
MDG_0000000001,PUBLISHED,1968,EUR,BEL,MLE,24.8,24.79639,24.26513,25.34147,
MDG_0000000001,PUBLISHED,1977,EUR,BEL,MLE,16.1,16.05185,15.68282,16.43003,
MDG_0000000001,PUBLISHED,2000,EUR,BEL,MLE,5.3,5.33464,5.16681,5.50636,
MDG_0000000001,PUBLISHED,2002,EUR,BEL,MLE,4.9,4.94054,4.7789,5.10477,
MDG_0000000001,PUBLISHED,2011,EUR,BEL,MLE,4,3.97655,3.84045,4.11986,
MDG_0000000001,PUBLISHED,1950,AFR,BEN,BTSX,209.1,209.13007,183.05088,240.10306,
MDG_0000000001,PUBLISHED,1964,AFR,BEN,BTSX,172.4,172.43845,158.29178,189.96647,
MDG_0000000001,PUBLISHED,1973,AFR,BEN,BTSX,147.1,147.08002,136.98409,159.46759,
MDG_0000000001,PUBLISHED,1975,AFR,BEN,BTSX,141.1,141.06706,131.74109,151.8458,
MDG_0000000001,PUBLISHED,1984,AFR,BEN,BTSX,118.5,118.49492,112.0882,125.70263,
MDG_0000000001,PUBLISHED,1998,AFR,BEN,BTSX,89.8,89.75191,85.0532,94.95909,
MDG_0000000001,PUBLISHED,2007,AFR,BEN,BTSX,74.4,74.409,69.72283,79.48316,
MDG_0000000001,PUBLISHED,2016,AFR,BEN,BTSX,63,63.03929,57.2491,69.26002,
MDG_0000000001,PUBLISHED,1971,AFR,BEN,FMLE,140.7,140.73041,129.85136,153.62432,
MDG_0000000001,PUBLISHED,1980,AFR,BEN,FMLE,116.9,116.91696,109.72154,125.06012,
MDG_0000000001,PUBLISHED,1989,AFR,BEN,FMLE,100.2,100.19434,94.42951,106.51068,
MDG_0000000001,PUBLISHED,1994,AFR,BEN,FMLE,90.2,90.18588,85.24002,95.5278,
MDG_0000000001,PUBLISHED,2003,AFR,BEN,FMLE,74.3,74.25295,69.70847,79.04422,
MDG_0000000001,PUBLISHED,2014,AFR,BEN,FMLE,59.3,59.33555,54.21177,64.87746,
MDG_0000000001,PUBLISHED,1967,AFR,BEN,MLE,175.1,175.14241,160.62003,191.2376,
MDG_0000000001,PUBLISHED,1976,AFR,BEN,MLE,148.3,148.32752,138.33073,159.6055,
MDG_0000000001,PUBLISHED,1999,AFR,BEN,MLE,94.2,94.20132,88.89796,99.92565,
MDG_0000000001,PUBLISHED,2001,AFR,BEN,MLE,90.6,90.59224,85.2418,96.01564,
MDG_0000000001,PUBLISHED,2008,AFR,BEN,MLE,79,78.99662,73.61278,84.79708,
MDG_0000000001,PUBLISHED,2010,AFR,BEN,MLE,76.6,76.55595,70.99811,82.59988,
MDG_0000000001,PUBLISHED,2019,AFR,BEN,MLE,64.4,64.42346,56.41517,73.57826,
MDG_0000000001,PUBLISHED,1954,AFR,BFA,BTSX,165.6,165.60114,146.51735,187.06364,
MDG_0000000001,PUBLISHED,1963,AFR,BFA,BTSX,151,151.04901,133.33012,170.40693,
MDG_0000000001,PUBLISHED,1972,AFR,BFA,BTSX,141.2,141.22775,130.71435,153.09369,
MDG_0000000001,PUBLISHED,1974,AFR,BFA,BTSX,135.6,135.56244,126.24621,145.99682,
MDG_0000000001,PUBLISHED,1983,AFR,BFA,BTSX,108.2,108.15062,102.25318,114.49682,
MDG_0000000001,PUBLISHED,1997,AFR,BFA,BTSX,95,94.98293,90.17354,100.04673,
MDG_0000000001,PUBLISHED,2006,AFR,BFA,BTSX,78.2,78.19373,73.47043,83.03258,
MDG_0000000001,PUBLISHED,2015,AFR,BFA,BTSX,59.5,59.5475,51.74125,68.65344,
MDG_0000000001,PUBLISHED,1968,AFR,BFA,FMLE,135.3,135.30353,122.32913,150.19865,
MDG_0000000001,PUBLISHED,1970,AFR,BFA,FMLE,133.7,133.74424,122.33191,146.93613,
MDG_0000000001,PUBLISHED,1979,AFR,BFA,FMLE,108.1,108.13168,101.15528,115.62498,
MDG_0000000001,PUBLISHED,1993,AFR,BFA,FMLE,90.6,90.57253,85.80538,95.9479,
MDG_0000000001,PUBLISHED,2002,AFR,BFA,FMLE,80.8,80.84326,76.06777,85.97078,
MDG_0000000001,PUBLISHED,2013,AFR,BFA,FMLE,57.2,57.23388,51.08194,64.09593,
MDG_0000000001,PUBLISHED,1957,AFR,BFA,MLE,171.4,171.41655,149.56389,195.50981,
MDG_0000000001,PUBLISHED,1966,AFR,BFA,MLE,157.6,157.62708,140.75415,176.14222,
MDG_0000000001,PUBLISHED,1975,AFR,BFA,MLE,140.7,140.73761,130.74055,151.20608,
MDG_0000000001,PUBLISHED,1998,AFR,BFA,MLE,100.5,100.45566,95.09434,106.19232,
MDG_0000000001,PUBLISHED,2000,AFR,BFA,MLE,97.5,97.54356,92.20338,103.29723,
MDG_0000000001,PUBLISHED,2009,AFR,BFA,MLE,75.9,75.94855,70.58816,81.69719,
MDG_0000000001,PUBLISHED,2018,AFR,BFA,MLE,60.1,60.08172,49.08065,73.98757,
MDG_0000000001,PUBLISHED,1953,SEAR,BGD,BTSX,211.8,211.82674,185.63263,242.24622,
MDG_0000000001,PUBLISHED,1962,SEAR,BGD,BTSX,165.2,165.24189,153.28319,178.4707,
MDG_0000000001,PUBLISHED,1971,SEAR,BGD,BTSX,148.2,148.1628,141.21632,155.65317,
MDG_0000000001,PUBLISHED,1973,SEAR,BGD,BTSX,147,146.97577,140.58648,153.97122,
MDG_0000000001,PUBLISHED,1982,SEAR,BGD,BTSX,127.7,127.70492,123.87378,131.61825,
MDG_0000000001,PUBLISHED,1996,SEAR,BGD,BTSX,77.3,77.3063,75.16918,79.5337,
MDG_0000000001,PUBLISHED,2005,SEAR,BGD,BTSX,49.5,49.47353,48.01377,50.93986,
MDG_0000000001,PUBLISHED,1969,SEAR,BGD,FMLE,137.7,137.73915,130.01973,145.89479,
MDG_0000000001,PUBLISHED,1978,SEAR,BGD,FMLE,129.2,129.17161,123.7367,134.78187,
MDG_0000000001,PUBLISHED,1992,SEAR,BGD,FMLE,85.3,85.30938,82.59734,88.11422,
MDG_0000000001,PUBLISHED,2001,SEAR,BGD,FMLE,56,56.01987,54.14391,57.90517,
MDG_0000000001,PUBLISHED,2012,SEAR,BGD,FMLE,32.8,32.79983,31.48793,34.17243,
MDG_0000000001,PUBLISHED,1956,SEAR,BGD,MLE,207.5,207.54194,185.60693,232.18446,
MDG_0000000001,PUBLISHED,1965,SEAR,BGD,MLE,167,167.00126,156.25532,178.88706,
MDG_0000000001,PUBLISHED,1974,SEAR,BGD,MLE,156.5,156.48278,149.3196,164.24148,
MDG_0000000001,PUBLISHED,1997,SEAR,BGD,MLE,78.8,78.83085,76.26429,81.41524,
MDG_0000000001,PUBLISHED,1999,SEAR,BGD,MLE,71.2,71.21945,68.93337,73.48699,
MDG_0000000001,PUBLISHED,2008,SEAR,BGD,MLE,45.4,45.43145,43.78093,47.1156,
MDG_0000000001,PUBLISHED,2017,SEAR,BGD,MLE,29.8,29.79987,27.93042,31.79939,
MDG_0000000001,PUBLISHED,1952,EUR,BGR,BTSX,95.9,95.93825,93.70288,98.19178,
MDG_0000000001,PUBLISHED,1961,EUR,BGR,BTSX,40,40.03723,39.15789,40.92112,
MDG_0000000001,PUBLISHED,1970,EUR,BGR,BTSX,27.4,27.40457,26.75317,28.06118,
MDG_0000000001,PUBLISHED,1972,EUR,BGR,BTSX,25.7,25.66158,25.09506,26.24988,
MDG_0000000001,PUBLISHED,1981,EUR,BGR,BTSX,18.7,18.73002,18.30138,19.15192,
MDG_0000000001,PUBLISHED,1995,EUR,BGR,BTSX,15.4,15.39218,15.00217,15.78361,
