"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","SEX","Display Value","Numeric","Low","High","Comments"
"TOBACCO_0000000192","PUBLISHED","2005","AFR","BFA","MLE","27.0 [20.2-34.6]","27.00000","20.20000","34.60000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","BFA","MLE","31.1 [22.8-42.1]","31.10000","22.80000","42.10000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","BFA","MLE","33.1 [23.1-45.8]","33.10000","23.10000","45.80000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","BFA","MLE","36.0 [21.7-50.9]","36.00000","21.70000","50.90000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","COG","MLE","43.2 [29.0-58.9]","43.20000","29.00000","58.90000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","COG","MLE","69.6 [45.6-97.6]","69.60000","45.60000","97.60000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","COG","MLE","92.9 [69.1-100.0]","92.90000","69.10000","100.00000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","COM","MLE","30.6 [21.3-40.1]","30.60000","21.30000","40.10000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","CPV","MLE","30.7 [13.3-54.3]","30.70000","13.30000","54.30000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","ETH","MLE","9.0 [6.3-12.4]","9.00000","6.30000","12.40000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","ETH","MLE","9.1 [6.7-12.1]","9.10000","6.70000","12.10000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","ETH","MLE","9.0 [6.6-11.6]","9.00000","6.60000","11.60000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","ETH","MLE","8.9 [6.4-11.9]","8.90000","6.40000","11.90000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","KEN","MLE","26.3 [20.3-34.0]","26.30000","20.30000","34.00000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","KEN","MLE","25.7 [19.1-33.7]","25.70000","19.10000","33.70000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","KEN","MLE","24.6 [17.0-33.1]","24.60000","17.00000","33.10000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","KEN","MLE","22.9 [13.2-33.8]","22.90000","13.20000","33.80000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","LSO","MLE","64.3 [39.1-89.5]","64.30000","39.10000","89.50000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","LSO","MLE","73.6 [47.1-100.0]","73.60000","47.10000","100.00000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","MLI","MLE","20.6 [14.8-26.3]","20.60000","14.80000","26.30000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","MLI","MLE","24.9 [19.0-31.3]","24.90000","19.00000","31.30000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","MRT","MLE","29.2 [22.4-36.4]","29.20000","22.40000","36.40000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","MRT","MLE","35.8 [25.5-46.6]","35.80000","25.50000","46.60000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","MRT","MLE","38.9 [27.1-52.5]","38.90000","27.10000","52.50000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","MRT","MLE","44.0 [27.2-62.0]","44.00000","27.20000","62.00000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","MWI","MLE","26.6 [20.9-33.4]","26.60000","20.90000","33.40000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","MWI","MLE","25.4 [18.4-32.2]","25.40000","18.40000","32.20000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","MWI","MLE","23.5 [16.2-31.9]","23.50000","16.20000","31.90000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","MWI","MLE","21.8 [13.5-31.3]","21.80000","13.50000","31.30000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","NER","MLE","31.0 [17.2-48.8]","31.00000","17.20000","48.80000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","NGA","MLE","11.3 [6.1-17.1]","11.30000","6.10000","17.10000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","NGA","MLE","13.0 [7.3-20.3]","13.00000","7.30000","20.30000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","NGA","MLE","15.0 [8.0-23.8]","15.00000","8.00000","23.80000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","SLE","MLE","52.1 [40.0-68.1]","52.10000","40.00000","68.10000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","SLE","MLE","55.0 [40.5-71.5]","55.00000","40.50000","71.50000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","SLE","MLE","60.0 [41.6-82.4]","60.00000","41.60000","82.40000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","SLE","MLE","68.6 [43.6-96.7]","68.60000","43.60000","96.70000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","SYC","MLE","43.0 [27.9-60.0]","43.00000","27.90000","60.00000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","SYC","MLE","42.1 [24.5-62.7]","42.10000","24.50000","62.70000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","SYC","MLE","40.9 [19.6-64.7]","40.90000","19.60000","64.70000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","TZA","MLE","37.6 [23.6-52.9]","37.60000","23.60000","52.90000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","TZA","MLE","33.8 [23.0-44.6]","33.80000","23.00000","44.60000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","ZAF","MLE","35.3 [27.6-44.2]","35.30000","27.60000","44.20000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","ZAF","MLE","33.9 [27.1-40.3]","33.90000","27.10000","40.30000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","ZAF","MLE","32.5 [25.7-40.1]","32.50000","25.70000","40.10000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","ZAF","MLE","32.1 [25.0-40.5]","32.10000","25.00000","40.50000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","BEN","FMLE","1.1 [0.6-1.5]","1.10000","0.60000","1.50000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","BEN","FMLE","1.0 [0.6-1.4]","1.00000","0.60000","1.40000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","BEN","FMLE","0.8 [0.4-1.3]","0.80000","0.40000","1.30000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","BEN","FMLE","0.7 [0.3-1.2]","0.70000","0.30000","1.20000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","CMR","FMLE","0.9 [0.3-1.9]","0.90000","0.30000","1.90000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","COG","FMLE","1.6 [0.8-2.5]","1.60000","0.80000","2.50000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","COG","FMLE","1.6 [0.9-2.6]","1.60000","0.90000","2.60000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","COG","FMLE","1.7 [0.9-2.6]","1.70000","0.90000","2.60000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","CPV","FMLE","4.9 [3.0-7.1]","4.90000","3.00000","7.10000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","CPV","FMLE","4.1 [2.4-6.2]","4.10000","2.40000","6.20000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","CPV","FMLE","3.9 [2.3-5.9]","3.90000","2.30000","5.90000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","CPV","FMLE","3.5 [1.9-5.6]","3.50000","1.90000","5.60000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","GHA","FMLE","0.4 [0.2-0.7]","0.40000","0.20000","0.70000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","GHA","FMLE","0.4 [0.2-0.6]","0.40000","0.20000","0.60000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","GHA","FMLE","0.3 [0.1-0.6]","0.30000","0.10000","0.60000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","KEN","FMLE","3.0 [2.1-4.2]","3.00000","2.10000","4.20000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","LSO","FMLE","0.6 [0.3-0.9]","0.60000","0.30000","0.90000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","LSO","FMLE","0.5 [0.3-0.8]","0.50000","0.30000","0.80000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","LSO","FMLE","0.5 [0.2-0.7]","0.50000","0.20000","0.70000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","LSO","FMLE","0.4 [0.2-0.7]","0.40000","0.20000","0.70000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","MOZ","FMLE","6.4 [3.3-10.3]","6.40000","3.30000","10.30000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","MOZ","FMLE","6.2 [3.0-10.0]","6.20000","3.00000","10.00000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","MOZ","FMLE","5.9 [2.5-9.6]","5.90000","2.50000","9.60000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","MOZ","FMLE","5.5 [2.2-9.4]","5.50000","2.20000","9.40000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","MOZ","FMLE","5.2 [1.9-9.7]","5.20000","1.90000","9.70000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","MUS","FMLE","2.9 [1.7-4.4]","2.90000","1.70000","4.40000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","MUS","FMLE","2.6 [1.2-4.2]","2.60000","1.20000","4.20000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","MWI","FMLE","9.7 [6.1-13.7]","9.70000","6.10000","13.70000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","MWI","FMLE","8.2 [5.2-11.4]","8.20000","5.20000","11.40000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","NER","FMLE","0.3 [0.1-0.4]","0.30000","0.10000","0.40000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","NER","FMLE","0.2 [0.1-0.4]","0.20000","0.10000","0.40000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","NER","FMLE","0.2 [0.1-0.4]","0.20000","0.10000","0.40000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","NER","FMLE","0.2 [0.1-0.3]","0.20000","0.10000","0.30000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","RWA","FMLE","5.5 [3.0-8.0]","5.50000","3.00000","8.00000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","RWA","FMLE","5.2 [2.5-8.0]","5.20000","2.50000","8.00000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","RWA","FMLE","5.0 [2.0-8.0]","5.00000","2.00000","8.00000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","SEN","FMLE","1.4 [0.8-2.1]","1.40000","0.80000","2.10000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","SLE","FMLE","8.7 [3.4-14.7]","8.70000","3.40000","14.70000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","SWZ","FMLE","3.2 [2.0-4.5]","3.20000","2.00000","4.50000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","SWZ","FMLE","2.8 [1.9-3.9]","2.80000","1.90000","3.90000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","SWZ","FMLE","2.5 [1.6-3.5]","2.50000","1.60000","3.50000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","TZA","FMLE","4.1 [2.5-6.1]","4.10000","2.50000","6.10000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","TZA","FMLE","4.0 [2.4-6.0]","4.00000","2.40000","6.00000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","TZA","FMLE","3.8 [2.1-5.6]","3.80000","2.10000","5.60000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","TZA","FMLE","3.5 [1.9-5.5]","3.50000","1.90000","5.50000",""
"TOBACCO_0000000192","PUBLISHED","2020","AFR","ZAF","FMLE","5.2 [3.3-7.2]","5.20000","3.30000","7.20000",""
"TOBACCO_0000000192","PUBLISHED","2025","AFR","ZAF","FMLE","4.2 [2.5-6.4]","4.20000","2.50000","6.40000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","ZMB","FMLE","6.1 [4.1-8.6]","6.10000","4.10000","8.60000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","ZMB","FMLE","5.5 [3.7-7.6]","5.50000","3.70000","7.60000",""
"TOBACCO_0000000192","PUBLISHED","2000","AFR","ZWE","FMLE","3.1 [1.9-4.3]","3.10000","1.90000","4.30000",""
"TOBACCO_0000000192","PUBLISHED","2005","AFR","ZWE","FMLE","2.7 [1.7-3.9]","2.70000","1.70000","3.90000",""
"TOBACCO_0000000192","PUBLISHED","2010","AFR","ZWE","FMLE","2.4 [1.4-3.4]","2.40000","1.40000","3.40000",""
"TOBACCO_0000000192","PUBLISHED","2012","AFR","ZWE","FMLE","2.3 [1.3-3.4]","2.30000","1.30000","3.40000",""
"TOBACCO_0000000192","PUBLISHED","2015","AFR","ZWE","FMLE","2.1 [1.1-3.1]","2.10000","1.10000","3.10000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","BOL","MLE","33.6 [18.0-53.5]","33.60000","18.00000","53.50000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","BOL","MLE","30.5 [14.7-50.6]","30.50000","14.70000","50.60000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","BOL","MLE","26.0 [11.0-46.0]","26.00000","11.00000","46.00000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","BOL","MLE","22.4 [7.0-42.1]","22.40000","7.00000","42.10000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","BRB","MLE","13.2 [4.6-24.5]","13.20000","4.60000","24.50000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","CHL","MLE","49.9 [36.6-63.6]","49.90000","36.60000","63.60000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","CHL","MLE","46.2 [34.8-57.4]","46.20000","34.80000","57.40000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","CHL","MLE","42.8 [32.4-54.5]","42.80000","32.40000","54.50000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","CRI","MLE","20.9 [12.2-29.4]","20.90000","12.20000","29.40000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","CRI","MLE","19.8 [11.1-29.7]","19.80000","11.10000","29.70000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","CRI","MLE","18.5 [10.2-29.2]","18.50000","10.20000","29.20000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","CRI","MLE","16.5 [6.6-27.8]","16.50000","6.60000","27.80000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","DOM","MLE","18.8 [12.0-26.9]","18.80000","12.00000","26.90000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","DOM","MLE","18.1 [9.2-29.3]","18.10000","9.20000","29.30000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","DOM","MLE","17.6 [7.0-31.6]","17.60000","7.00000","31.60000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","ECU","MLE","21.4 [15.6-28.7]","21.40000","15.60000","28.70000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","HTI","MLE","18.4 [11.4-25.8]","18.40000","11.40000","25.80000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","HTI","MLE","19.4 [13.3-26.8]","19.40000","13.30000","26.80000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","HTI","MLE","20.7 [13.8-30.2]","20.70000","13.80000","30.20000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","HTI","MLE","21.2 [12.9-31.0]","21.20000","12.90000","31.00000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","MEX","MLE","23.3 [19.0-27.8]","23.30000","19.00000","27.80000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","MEX","MLE","20.8 [16.4-25.3]","20.80000","16.40000","25.30000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","MEX","MLE","17.3 [12.9-22.0]","17.30000","12.90000","22.00000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","MEX","MLE","14.5 [10.3-19.9]","14.50000","10.30000","19.90000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","PRY","MLE","24.4 [13.1-36.7]","24.40000","13.10000","36.70000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","PRY","MLE","21.0 [9.2-33.1]","21.00000","9.20000","33.10000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","URY","MLE","48.1 [37.2-59.0]","48.10000","37.20000","59.00000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","URY","MLE","39.6 [31.6-47.3]","39.60000","31.60000","47.30000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","URY","MLE","32.3 [25.6-38.5]","32.30000","25.60000","38.50000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","ARG","FMLE","27.7 [22.1-32.9]","27.70000","22.10000","32.90000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","ARG","FMLE","22.4 [17.9-26.6]","22.40000","17.90000","26.60000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","ARG","FMLE","20.8 [17.1-25.4]","20.80000","17.10000","25.40000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","ARG","FMLE","18.4 [14.4-23.3]","18.40000","14.40000","23.30000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","BRA","FMLE","11.3 [8.2-14.6]","11.30000","8.20000","14.60000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","BRA","FMLE","9.7 [6.2-13.8]","9.70000","6.20000","13.80000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","BRA","FMLE","8.4 [4.5-12.7]","8.40000","4.50000","12.70000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","BRB","FMLE","1.8 [0.8-2.9]","1.80000","0.80000","2.90000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","COL","FMLE","10.6 [5.0-18.3]","10.60000","5.00000","18.30000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","COL","FMLE","8.8 [4.3-15.7]","8.80000","4.30000","15.70000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","COL","FMLE","7.4 [3.3-12.6]","7.40000","3.30000","12.60000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","COL","FMLE","6.9 [3.5-12.3]","6.90000","3.50000","12.30000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","CUB","FMLE","21.3 [10.8-34.6]","21.30000","10.80000","34.60000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","CUB","FMLE","19.8 [8.8-33.2]","19.80000","8.80000","33.20000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","CUB","FMLE","17.8 [7.5-31.8]","17.80000","7.50000","31.80000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","CUB","FMLE","15.1 [3.9-27.8]","15.10000","3.90000","27.80000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","ECU","FMLE","2.8 [1.0-4.8]","2.80000","1.00000","4.80000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","ECU","FMLE","2.5 [0.6-4.5]","2.50000","0.60000","4.50000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","HND","FMLE","4.2 [1.7-7.1]","4.20000","1.70000","7.10000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","HND","FMLE","3.3 [1.7-5.2]","3.30000","1.70000","5.20000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","JAM","FMLE","7.8 [4.8-11.0]","7.80000","4.80000","11.00000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","JAM","FMLE","6.7 [3.6-9.9]","6.70000","3.60000","9.90000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","JAM","FMLE","6.4 [3.4-9.7]","6.40000","3.40000","9.70000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","JAM","FMLE","5.9 [2.9-9.5]","5.90000","2.90000","9.50000",""
"TOBACCO_0000000192","PUBLISHED","2012","AMR","PAN","FMLE","2.9 [2.2-3.7]","2.90000","2.20000","3.70000",""
"TOBACCO_0000000192","PUBLISHED","2015","AMR","PAN","FMLE","2.6 [1.8-3.5]","2.60000","1.80000","3.50000",""
"TOBACCO_0000000192","PUBLISHED","2020","AMR","PAN","FMLE","2.1 [1.2-3.1]","2.10000","1.20000","3.10000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","PAN","FMLE","1.7 [0.8-2.8]","1.70000","0.80000","2.80000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","PER","FMLE","9.7 [6.3-13.2]","9.70000","6.30000","13.20000",""
"TOBACCO_0000000192","PUBLISHED","2025","AMR","PRY","FMLE","5.4 [2.3-9.1]","5.40000","2.30000","9.10000",""
"TOBACCO_0000000192","PUBLISHED","2000","AMR","URY","FMLE","36.7 [27.6-46.2]","36.70000","27.60000","46.20000",""
"TOBACCO_0000000192","PUBLISHED","2005","AMR","URY","FMLE","29.6 [23.5-35.7]","29.60000","23.50000","35.70000",""
"TOBACCO_0000000192","PUBLISHED","2010","AMR","URY","FMLE","24.0 [19.2-28.7]","24.00000","19.20000","28.70000",""
"TOBACCO_0000000192","PUBLISHED","2010","EMR","BHR","MLE","34.8 [26.0-43.1]","34.80000","26.00000","43.10000",""
"TOBACCO_0000000192","PUBLISHED","2012","EMR","BHR","MLE","40.1 [28.2-51.4]","40.10000","28.20000","51.40000",""
"TOBACCO_0000000192","PUBLISHED","2015","EMR","BHR","MLE","48.8 [32.1-65.8]","48.80000","32.10000","65.80000",""
"TOBACCO_0000000192","PUBLISHED","2020","EMR","BHR","MLE","67.5 [45.4-100.0]","67.50000","45.40000","100.00000",""
"TOBACCO_0000000192","PUBLISHED","2020","EMR","IRN","MLE","19.4 [11.2-28.0]","19.40000","11.20000","28.00000",""
"TOBACCO_0000000192","PUBLISHED","2025","EMR","IRN","MLE","17.7 [8.4-28.7]","17.70000","8.40000","28.70000",""
"TOBACCO_0000000192","PUBLISHED","2000","EMR","JOR","MLE","42.0 [26.0-58.4]","42.00000","26.00000","58.40000",""
"TOBACCO_0000000192","PUBLISHED","2005","EMR","JOR","MLE","49.6 [35.1-63.6]","49.60000","35.10000","63.60000",""
"TOBACCO_0000000192","PUBLISHED","2000","EMR","MAR","MLE","33.1 [25.5-41.5]","33.10000","25.50000","41.50000",""
"TOBACCO_0000000192","PUBLISHED","2005","EMR","MAR","MLE","36.4 [28.6-44.1]","36.40000","28.60000","44.10000",""
"TOBACCO_0000000192","PUBLISHED","2010","EMR","MAR","MLE","40.6 [31.3-51.5]","40.60000","31.30000","51.50000",""
"TOBACCO_0000000192","PUBLISHED","2012","EMR","MAR","MLE","42.5 [29.2-55.3]","42.50000","29.20000","55.30000",""
"TOBACCO_0000000192","PUBLISHED","2012","EMR","PAK","MLE","40.6 [30.1-52.4]","40.60000","30.10000","52.40000",""
"TOBACCO_0000000192","PUBLISHED","2015","EMR","PAK","MLE","41.9 [29.7-57.3]","41.90000","29.70000","57.30000",""
"TOBACCO_0000000192","PUBLISHED","2020","EMR","PAK","MLE","43.9 [26.0-64.8]","43.90000","26.00000","64.80000",""
"TOBACCO_0000000192","PUBLISHED","2025","EMR","PAK","MLE","46.3 [23.4-74.0]","46.30000","23.40000","74.00000",""
"TOBACCO_0000000192","PUBLISHED","2025","EMR","BHR","FMLE","10.8 [3.5-19.3]","10.80000","3.50000","19.30000",""
"TOBACCO_0000000192","PUBLISHED","2000","EMR","EGY","FMLE","1.2 [0.6-1.8]","1.20000","0.60000","1.80000",""
"TOBACCO_0000000192","PUBLISHED","2005","EMR","EGY","FMLE","0.8 [0.5-1.1]","0.80000","0.50000","1.10000",""
"TOBACCO_0000000192","PUBLISHED","2010","EMR","EGY","FMLE","0.5 [0.3-0.7]","0.50000","0.30000","0.70000",""
"TOBACCO_0000000192","PUBLISHED","2005","EMR","JOR","FMLE","8.5 [6.0-12.0]","8.50000","6.00000","12.00000",""
"TOBACCO_0000000192","PUBLISHED","2010","EMR","JOR","FMLE","9.5 [6.6-13.0]","9.50000","6.60000","13.00000",""
"TOBACCO_0000000192","PUBLISHED","2012","EMR","JOR","FMLE","10.0 [6.6-13.9]","10.00000","6.60000","13.90000",""
"TOBACCO_0000000192","PUBLISHED","2015","EMR","JOR","FMLE","10.7 [6.8-15.3]","10.70000","6.80000","15.30000",""
"TOBACCO_0000000192","PUBLISHED","2020","EMR","JOR","FMLE","12.1 [6.7-18.1]","12.10000","6.70000","18.10000",""
"TOBACCO_0000000192","PUBLISHED","2015","EMR","MAR","FMLE","1.4 [0.7-2.2]","1.40000","0.70000","2.20000",""
"TOBACCO_0000000192","PUBLISHED","2020","EMR","MAR","FMLE","1.0 [0.4-1.8]","1.00000","0.40000","1.80000",""
"TOBACCO_0000000192","PUBLISHED","2025","EMR","MAR","FMLE","0.7 [0.2-1.4]","0.70000","0.20000","1.40000",""
"TOBACCO_0000000192","PUBLISHED","2000","EMR","OMN","FMLE","0.8 [0.4-1.3]","0.80000","0.40000","1.30000",""
"TOBACCO_0000000192","PUBLISHED","2000","EMR","SAU","FMLE","3.5 [2.3-4.8]","3.50000","2.30000","4.80000",""
"TOBACCO_0000000192","PUBLISHED","2005","EMR","SAU","FMLE","3.3 [2.2-4.6]","3.30000","2.20000","4.60000",""
"TOBACCO_0000000192","PUBLISHED","2010","EMR","SAU","FMLE","3.0 [1.7-4.5]","3.00000","1.70000","4.50000",""
"TOBACCO_0000000192","PUBLISHED","2012","EMR","SAU","FMLE","3.0 [1.6-4.7]","3.00000","1.60000","4.70000",""
"TOBACCO_0000000192","PUBLISHED","2012","EUR","AND","MLE","38.5 [28.6-50.1]","38.50000","28.60000","50.10000",""
"TOBACCO_0000000192","PUBLISHED","2015","EUR","AND","MLE","37.2 [24.2-49.1]","37.20000","24.20000","49.10000",""
"TOBACCO_0000000192","PUBLISHED","2020","EUR","AND","MLE","35.6 [22.3-52.4]","35.60000","22.30000","52.40000",""
"TOBACCO_0000000192","PUBLISHED","2025","EUR","AND","MLE","34.3 [19.2-55.6]","34.30000","19.20000","55.60000",""
"TOBACCO_0000000192","PUBLISHED","2020","EUR","AUT","MLE","32.7 [19.7-46.6]","32.70000","19.70000","46.60000",""
"TOBACCO_0000000192","PUBLISHED","2025","EUR","AUT","MLE","30.0 [16.9-46.9]","30.00000","16.90000","46.90000",""
"TOBACCO_0000000192","PUBLISHED","2000","EUR","AZE","MLE","58.6 [34.0-100.0]","58.60000","34.00000","100.00000",""
"TOBACCO_0000000192","PUBLISHED","2005","EUR","AZE","MLE","54.1 [27.5-88.2]","54.10000","27.50000","88.20000",""
"TOBACCO_0000000192","PUBLISHED","2005","EUR","BGR","MLE","52.7 [42.3-64.6]","52.70000","42.30000","64.60000",""
"TOBACCO_0000000192","PUBLISHED","2010","EUR","BGR","MLE","47.1 [38.2-56.8]","47.10000","38.20000","56.80000",""
"TOBACCO_0000000192","PUBLISHED","2012","EUR","BGR","MLE","45.2 [34.8-54.7]","45.20000","34.80000","54.70000",""
