GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,SEX,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,WEALTHDECILE,Display Value,Numeric,Low,High,Comments
imr,EQ_DHS,PUBLISHED,2008,EUR,ALB,PRLM,,,,,,21.2 [15.2-29.6],21.19538,15.15012,29.58038,
imr,EQ_DHS,PUBLISHED,2008,EUR,ALB,SHLM,,,,,,15.5 [10.1-23.8],15.49688,10.06259,23.79542,
imr,EQ_MICS,PUBLISHED,2000,AFR,DZA,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,DZA,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2012,AFR,DZA,SHLM,,,,,,18.4 [15.2-22.3],18.42553,15.23345,22.27136,
imr,EQ_DHS,PUBLISHED,2005,EUR,ARM,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,EUR,ARM,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,EUR,ARM,PRLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2006,EUR,AZE,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2006,EUR,AZE,PRLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2006,EUR,AZE,SHLM,,,,,,49.1 [40.7-59.0],49.06018,40.71218,59.01464,
imr,EQ_DHS,PUBLISHED,1996,SEAR,BGD,NHLM,,,,,,98.0 [90.6-105.9],97.97453,90.61506,105.86214,
imr,EQ_DHS,PUBLISHED,1996,SEAR,BGD,PRLM,,,,,,82.5 [72.6-93.6],82.48489,72.55844,93.63221,
imr,EQ_DHS,PUBLISHED,1996,SEAR,BGD,SHLM,,,,,,64.8 [53.1-78.9],64.81143,53.07747,78.92324,
imr,EQ_DHS,PUBLISHED,2004,SEAR,BGD,SHLM,,,,,,53.3 [44.5-63.7],53.28053,44.45122,63.7466,
imr,EQ_DHS,PUBLISHED,2014,SEAR,BGD,NHLM,,,,,,50.0 [40.9-61.0],50.01025,40.9081,61.00883,
imr,EQ_MICS,PUBLISHED,2005,EUR,BLR,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,BLR,PRLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1991,AMR,BLZ,NHLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1991,AMR,BLZ,PRLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1991,AMR,BLZ,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,BLZ,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,BLZ,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,BLZ,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1996,AFR,BEN,SHLM,,,,,,49.9 [30.6-80.6],49.93223,30.55245,80.58301,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2017,AFR,BEN,NHLM,,,,,,62.2 [57.5-67.2],62.17609,57.5413,67.15761,
imr,EQ_DHS,PUBLISHED,1994,AMR,BOL,NHLM,,,,,,122.2 [108.1-137.8],122.16842,108.07037,137.82144,
imr,EQ_DHS,PUBLISHED,1994,AMR,BOL,PRLM,,,,,,99.5 [89.4-110.7],99.54734,89.44441,110.65273,
imr,EQ_DHS,PUBLISHED,2003,AMR,BOL,NHLM,,,,,,102.6 [86.2-121.7],102.58695,86.1511,121.74073,
imr,EQ_DHS,PUBLISHED,2003,AMR,BOL,PRLM,,,,,,74.2 [68.2-80.6],74.19006,68.21093,80.64794,
imr,EQ_DHS,PUBLISHED,2003,AMR,BOL,SHLM,,,,,,39.0 [33.4-45.5],39.03434,33.44917,45.50819,
imr,EQ_MICS,PUBLISHED,2000,EUR,BIH,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,EUR,BIH,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,EUR,BIH,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,BIH,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,BIH,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,NHLM,,,,,,81.4 [76.5-86.5],81.35722,76.46698,86.53091,
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,PRLM,,,,,,60.0 [51.0-70.4],59.96215,50.97601,70.41486,
imr,EQ_MICS,PUBLISHED,2005,AFR,BDI,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,AFR,BDI,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,AFR,BDI,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2016,AFR,BDI,NHLM,,,,,,55.6 [50.4-61.4],55.60759,50.35641,61.37096,
imr,EQ_DHS,PUBLISHED,2016,AFR,BDI,PRLM,,,,,,45.7 [40.8-51.1],45.65394,40.78459,51.07372,
imr,EQ_DHS,PUBLISHED,2016,AFR,BDI,SHLM,,,,,,33.9 [23.1-49.4],33.89706,23.14569,49.39005,
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,PRLM,,,,,,93.6 [86.1-101.8],93.61555,86.06632,101.75323,
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,SHLM,,,,,,59.7 [47.6-74.5],59.65973,47.62346,74.50005,
imr,EQ_MICS,PUBLISHED,2006,AFR,CMR,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CMR,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AFR,CMR,NHLM,,,,,,86.8 [77.0-97.8],86.83502,76.99011,97.80545,
imr,EQ_MICS,PUBLISHED,2014,AFR,CMR,PRLM,,,,,,64.7 [57.8-72.3],64.67462,57.82942,72.26795,
imr,EQ_MICS,PUBLISHED,2014,AFR,CMR,SHLM,,,,,,44.9 [39.3-51.4],44.94212,39.2594,51.40339,
imr,EQ_DHS,PUBLISHED,1994,AFR,CAF,NHLM,,,,,,114.2 [103.0-126.5],114.19867,102.9566,126.4952,
imr,EQ_DHS,PUBLISHED,1994,AFR,CAF,PRLM,,,,,,100.2 [88.6-113.2],100.20097,88.55584,113.1873,
imr,EQ_DHS,PUBLISHED,1994,AFR,CAF,SHLM,,,,,,52.0 [39.4-68.3],51.98031,39.39781,68.29558,
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1996,AFR,TCD,SHLM,,,,,,74.9 [55.1-101.0],74.90099,55.12318,101.01631,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1995,AMR,COL,NHLM,,,,,,26.9 [17.3-41.4],26.88502,17.34831,41.44314,
imr,EQ_DHS,PUBLISHED,2005,AMR,COL,NHLM,,,,,,43.6 [29.4-64.4],43.63591,29.37634,64.35826,
imr,EQ_DHS,PUBLISHED,2005,AMR,COL,PRLM,,,,,,27.5 [23.4-32.2],27.45867,23.38645,32.2166,
imr,EQ_DHS,PUBLISHED,2005,AMR,COL,SHLM,,,,,,17.4 [14.8-20.3],17.35054,14.79365,20.34023,
imr,EQ_DHS,PUBLISHED,2015,AMR,COL,NHLM,,,,,,51.3 [28.3-91.1],51.27296,28.2992,91.14774,
imr,EQ_DHS,PUBLISHED,2015,AMR,COL,PRLM,,,,,,19.2 [15.1-24.3],19.15156,15.05323,24.33812,
imr,EQ_DHS,PUBLISHED,2015,AMR,COL,SHLM,,,,,,13.6 [11.3-16.5],13.63806,11.29584,16.45787,
imr,EQ_MICS,PUBLISHED,2000,AFR,COM,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,COM,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2005,AFR,COG,SHLM,,,,,,61.8 [49.7-76.7],61.81364,49.66637,76.6921,
imr,EQ_MICS,PUBLISHED,2006,AMR,CUB,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AMR,CUB,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AMR,CUB,PRLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AFR,CIV,NHLM,,,,,,123.5 [103.4-146.8],123.49543,103.40858,146.84506,
imr,EQ_DHS,PUBLISHED,1998,AFR,CIV,PRLM,,,,,,94.7 [75.1-118.7],94.66519,75.05815,118.73657,
imr,EQ_DHS,PUBLISHED,1998,AFR,CIV,SHLM,,,,,,61.8 [41.2-91.7],61.75063,41.15752,91.66249,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,PRLM,,,,,,74.1 [62.0-88.4],74.12936,62.00106,88.40653,
imr,EQ_DHS,PUBLISHED,2011,AFR,CIV,SHLM,,,,,,52.0 [37.4-71.9],52.04338,37.44743,71.90346,
imr,EQ_MICS,PUBLISHED,2001,AFR,COD,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1991,AMR,DOM,NHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1999,AMR,DOM,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1999,AMR,DOM,PRLM,,,,,,50.6 [35.4-71.7],50.59282,35.43967,71.74315,
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,NHLM,,,,,,52.5 [39.9-68.7],52.4845,39.93541,68.69479,
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,PRLM,,,,,,39.1 [34.3-44.5],39.1072,34.32204,44.52875,
imr,EQ_DHS,PUBLISHED,2002,AMR,DOM,SHLM,,,,,,26.5 [21.2-33.1],26.54563,21.24835,33.11886,
imr,EQ_DHS,PUBLISHED,2013,AMR,DOM,PRLM,,,,,,31.8 [23.7-42.7],31.83956,23.65623,42.72983,
imr,EQ_DHS,PUBLISHED,2013,AMR,DOM,SHLM,,,,,,28.1 [21.7-36.3],28.06759,21.65132,36.31472,
imr,EQ_RHS,PUBLISHED,1994,AMR,ECU,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2000,EMR,EGY,NHLM,,,,,,68.3 [62.3-74.8],68.32315,62.34277,74.83143,
imr,EQ_DHS,PUBLISHED,2008,EMR,EGY,NHLM,,,,,,37.6 [33.0-42.8],37.6041,33.00069,42.82122,
imr,EQ_DHS,PUBLISHED,2008,EMR,EGY,PRLM,,,,,,32.7 [25.1-42.5],32.70891,25.11225,42.50345,
imr,EQ_RHS,PUBLISHED,1993,AMR,SLV,NHLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1993,AMR,SLV,PRLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1993,AMR,SLV,SHLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,AMR,SLV,PRLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,AMR,SLV,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,AMR,SLV,SHLM,,,,,,14.5 [10.2-20.4],14.46786,10.21743,20.44993,
imr,EQ_MICS,PUBLISHED,2010,AFR,SWZ,NHLM,,,,,,70.7 [44.6-110.2],70.66158,44.57935,110.24304,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2000,AFR,ETH,NHLM,,,,,,119.1 [112.6-125.8],119.05415,112.59396,125.83239,
imr,EQ_DHS,PUBLISHED,2000,AFR,ETH,PRLM,,,,,,85.0 [68.1-105.7],85.01851,68.10023,105.66325,
imr,EQ_DHS,PUBLISHED,2011,AFR,ETH,NHLM,,,,,,80.7 [73.6-88.4],80.7169,73.63909,88.41004,
imr,EQ_DHS,PUBLISHED,2011,AFR,ETH,PRLM,,,,,,57.9 [49.5-67.7],57.93052,49.46548,67.74093,
imr,EQ_DHS,PUBLISHED,2011,AFR,ETH,SHLM,,,,,,34.4 [18.8-62.4],34.42301,18.75114,62.36074,
imr,EQ_DHS,PUBLISHED,2000,AFR,GAB,NHLM,,,,,,65.5 [43.6-97.4],65.51485,43.55429,97.42033,
imr,EQ_DHS,PUBLISHED,2000,AFR,GAB,PRLM,,,,,,58.7 [50.4-68.4],58.74229,50.40688,68.35683,
imr,EQ_DHS,PUBLISHED,2000,AFR,GAB,SHLM,,,,,,62.5 [53.1-73.4],62.48799,53.09333,73.4161,
imr,EQ_MICS,PUBLISHED,2000,AFR,GMB,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,GEO,NHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AFR,GHA,NHLM,,,,,,66.1 [56.2-77.7],66.1179,56.1753,77.67545,
imr,EQ_DHS,PUBLISHED,1998,AFR,GHA,PRLM,,,,,,70.3 [54.0-91.0],70.29419,54.04299,90.96234,
imr,EQ_MICS,PUBLISHED,2006,AFR,GHA,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,GHA,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,GHA,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AFR,GHA,NHLM,,,,,,54.1 [47.8-61.2],54.10243,47.78918,61.1961,
imr,EQ_MICS,PUBLISHED,2011,AFR,GHA,PRLM,,,,,,54.0 [43.9-66.2],53.9513,43.88036,66.17364,
imr,EQ_MICS,PUBLISHED,2011,AFR,GHA,SHLM,,,,,,47.7 [40.8-55.7],47.73482,40.84033,55.72559,
imr,EQ_MICS,PUBLISHED,2017,AFR,GHA,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2017,AFR,GHA,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2005,AFR,GIN,NHLM,,,,,,112.9 [104.9-121.3],112.85913,104.92713,121.30947,
imr,EQ_DHS,PUBLISHED,2005,AFR,GIN,PRLM,,,,,,100.6 [80.2-125.3],100.55872,80.24806,125.30962,
imr,EQ_MICS,PUBLISHED,2016,AFR,GIN,NHLM,,,,,,48.8 [45.1-52.8],48.80801,45.14289,52.75424,
imr,EQ_MICS,PUBLISHED,2016,AFR,GIN,PRLM,,,,,,48.9 [39.2-60.8],48.87628,39.22367,60.75412,
imr,EQ_MICS,PUBLISHED,2016,AFR,GIN,SHLM,,,,,,34.0 [26.4-43.7],34.0078,26.37681,43.74728,
imr,EQ_MICS,PUBLISHED,2000,AFR,GNB,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,GNB,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,GNB,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,GNB,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,GNB,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2000,AMR,HTI,NHLM,,,,,,90.9 [80.2-102.9],90.89788,80.19943,102.86388,
imr,EQ_DHS,PUBLISHED,2000,AMR,HTI,PRLM,,,,,,97.5 [84.7-112.1],97.51692,84.67767,112.06461,
imr,EQ_DHS,PUBLISHED,2012,AMR,HTI,NHLM,,,,,,71.7 [61.4-83.7],71.74252,61.41602,83.65055,
imr,EQ_DHS,PUBLISHED,2012,AMR,HTI,PRLM,,,,,,65.1 [58.0-72.9],65.07471,58.00306,72.94177,
imr,EQ_DHS,PUBLISHED,2012,AMR,HTI,SHLM,,,,,,54.2 [45.8-63.9],54.15184,45.79442,63.93229,
imr,EQ_RHS,PUBLISHED,1991,AMR,HND,NHLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1991,AMR,HND,PRLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1991,AMR,HND,SHLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2001,AMR,HND,PRLM,,,,,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2001,AMR,HND,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AMR,HND,SHLM,,,,,,23.0 [18.6-28.4],23.00767,18.63046,28.38357,
imr,EQ_DHS,PUBLISHED,1997,SEAR,IDN,NHLM,,,,,,77.5 [65.5-91.6],77.53622,65.47087,91.6071,
imr,EQ_DHS,PUBLISHED,2007,SEAR,IDN,NHLM,,,,,,72.9 [53.2-99.2],72.92886,53.17788,99.24664,
imr,EQ_DHS,PUBLISHED,2007,SEAR,IDN,PRLM,,,,,,46.3 [41.6-51.5],46.33104,41.62008,51.54656,
imr,EQ_DHS,PUBLISHED,2007,SEAR,IDN,SHLM,,,,,,28.8 [25.2-33.0],28.82692,25.17982,32.98439,
imr,EQ_DHS,PUBLISHED,2017,SEAR,IDN,NHLM,,,,,,49.4 [32.2-75.0],49.38931,32.20344,75.03561,
imr,EQ_DHS,PUBLISHED,2017,SEAR,IDN,PRLM,,,,,,32.6 [28.6-37.3],32.6342,28.56449,37.2615,
imr,EQ_DHS,PUBLISHED,2017,SEAR,IDN,SHLM,,,,,,23.5 [21.2-26.0],23.47902,21.17912,26.02204,
imr,EQ_MICS,PUBLISHED,2006,EMR,IRQ,PRLM,,,,,,35.4 [32.6-38.5],35.43285,32.5738,38.53284,
imr,EQ_MICS,PUBLISHED,2006,EMR,IRQ,SHLM,,,,,,30.8 [26.9-35.4],30.84756,26.8727,35.38897,
imr,EQ_MICS,PUBLISHED,2018,EMR,IRQ,SHLM,,,,,,18.9 [15.5-23.1],18.92534,15.50528,23.08209,
imr,EQ_DHS,PUBLISHED,2007,EMR,JOR,NHLM,,,,,,22.4 [14.0-35.8],22.42164,13.9728,35.79375,
imr,EQ_DHS,PUBLISHED,2017,EMR,JOR,NHLM,,,,,,20.8 [7.0-60.0],20.83317,7.04591,59.96963,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2017,EMR,JOR,PRLM,,,,,,20.7 [10.8-39.4],20.688,10.75239,39.43844,
imr,EQ_DHS,PUBLISHED,2017,EMR,JOR,SHLM,,,,,,14.1 [11.5-17.2],14.08643,11.54956,17.17085,
imr,EQ_DHS,PUBLISHED,1999,EUR,KAZ,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1999,EUR,KAZ,PRLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1999,EUR,KAZ,SHLM,,,,,,55.2 [45.4-67.1],55.24158,45.36747,67.1137,
imr,EQ_MICS,PUBLISHED,2010,EUR,KAZ,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,EUR,KAZ,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1993,AFR,KEN,SHLM,,,,,,34.8 [26.9-45.0],34.83848,26.89764,45.01522,
imr,EQ_DHS,PUBLISHED,2014,AFR,KEN,NHLM,,,,,,36.3 [31.1-42.3],36.31334,31.14583,42.30078,
imr,EQ_MICS,PUBLISHED,2005,EUR,KGZ,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,KGZ,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2014,EUR,KGZ,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2014,EUR,KGZ,PRLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2014,EUR,KGZ,SHLM,,,,,,23.8 [20.1-28.2],23.81909,20.10339,28.2018,
imr,EQ_MICS,PUBLISHED,2000,WPR,LAO,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,WPR,LAO,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,WPR,LAO,SHLM,,,,,,40.4 [34.1-47.7],40.35309,34.12376,47.66348,
imr,EQ_DHS,PUBLISHED,2014,AFR,LSO,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2007,AFR,LBR,NHLM,,,,,,107.4 [93.9-122.5],107.37139,93.91215,122.49881,
imr,EQ_DHS,PUBLISHED,2007,AFR,LBR,PRLM,,,,,,82.9 [70.3-97.5],82.87392,70.29924,97.4621,
imr,EQ_DHS,PUBLISHED,1992,AFR,MDG,NHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,MDG,PRLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,MDG,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2003,AFR,MDG,PRLM,,,,,,66.2 [54.8-79.7],66.15619,54.79748,79.67094,
imr,EQ_DHS,PUBLISHED,2003,AFR,MDG,SHLM,,,,,,43.6 [32.1-59.0],43.64416,32.14912,58.99873,
imr,EQ_MICS,PUBLISHED,2018,AFR,MDG,SHLM,,,,,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2010,AFR,MWI,NHLM,,,,,,70.7 [63.1-79.0],70.65223,63.13083,78.99417,
imr,EQ_DHS,PUBLISHED,2015,AFR,MWI,NHLM,,,,,,43.4 [36.4-51.7],43.41227,36.4023,51.69972,
imr,EQ_DHS,PUBLISHED,2015,AFR,MWI,PRLM,,,,,,48.2 [44.5-52.3],48.23352,44.4639,52.30523,
imr,EQ_DHS,PUBLISHED,2016,SEAR,MDV,NHLM,,,,,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2016,SEAR,MDV,PRLM,,,,,,20.1 [12.6-32.0],20.10146,12.56842,32.00319,
imr,EQ_DHS,PUBLISHED,2016,SEAR,MDV,SHLM,,,,,,17.5 [12.3-24.9],17.50922,12.27135,24.92639,
imr,EQ_DHS,PUBLISHED,2001,AFR,MLI,NHLM,,,,,,130.0 [123.1-137.2],129.96564,123.05091,137.20812,
imr,EQ_DHS,PUBLISHED,2001,AFR,MLI,PRLM,,,,,,122.4 [107.4-139.1],122.37918,107.40621,139.11414,
imr,EQ_DHS,PUBLISHED,2001,AFR,MLI,SHLM,,,,,,51.7 [37.9-70.2],51.70242,37.86516,70.22722,
imr,EQ_MICS,PUBLISHED,2009,AFR,MLI,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2007,AFR,MRT,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2015,AFR,MRT,NHLM,,,,,,39.8 [35.0-45.3],39.81105,34.99908,45.25359,
imr,EQ_MICS,PUBLISHED,2015,AFR,MRT,PRLM,,,,,,43.7 [39.7-48.0],43.68974,39.72094,48.03526,
imr,EQ_MICS,PUBLISHED,2000,WPR,MNG,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,WPR,MNG,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,WPR,MNG,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,WPR,MNG,NHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,WPR,MNG,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,WPR,MNG,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2018,WPR,MNG,PRLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2018,WPR,MNG,SHLM,,,,,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2008,AFR,MOZ,NHLM,,,,,,107.0 [100.0-114.5],106.99954,99.95388,114.47868,
imr,EQ_MICS,PUBLISHED,2008,AFR,MOZ,PRLM,,,,,,110.2 [102.8-118.0],110.18481,102.7885,118.0433,
imr,EQ_DHS,PUBLISHED,2015,AFR,MOZ,NHLM,,,,,,19.3 [12.5-29.9],19.34225,12.46125,29.90779,
imr,EQ_DHS,PUBLISHED,2015,AFR,MOZ,PRLM,,,,,,28.8 [21.6-38.3],28.75635,21.56587,38.25055,
imr,EQ_DHS,PUBLISHED,2015,AFR,MOZ,SHLM,,,,,,19.4 [12.4-30.1],19.37102,12.39806,30.14602,
imr,EQ_DHS,PUBLISHED,2015,SEAR,MMR,NHLM,,,,,,82.5 [65.4-103.6],82.5092,65.38102,103.62703,
imr,EQ_DHS,PUBLISHED,2015,SEAR,MMR,PRLM,,,,,,62.6 [53.8-72.7],62.60192,53.84676,72.6713,
imr,EQ_DHS,PUBLISHED,2015,SEAR,MMR,SHLM,,,,,,36.1 [28.3-46.0],36.09745,28.25446,46.01443,
imr,EQ_DHS,PUBLISHED,2000,AFR,NAM,PRLM,,,,,,45.5 [35.7-57.8],45.47678,35.70773,57.75839,
imr,EQ_DHS,PUBLISHED,2000,AFR,NAM,SHLM,,,,,,31.3 [23.7-41.1],31.25323,23.70317,41.10691,
imr,EQ_DHS,PUBLISHED,2011,SEAR,NPL,NHLM,,,,,,62.0 [54.9-70.1],62.02072,54.85594,70.05196,
imr,EQ_DHS,PUBLISHED,2011,SEAR,NPL,PRLM,,,,,,53.1 [42.3-66.6],53.13725,42.2786,66.59087,
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,NHLM,,,,,,49.9 [42.9-58.1],49.94514,42.89636,58.08191,
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,PRLM,,,,,,38.8 [31.1-48.3],38.7508,31.05768,48.25464,
imr,EQ_DHS,PUBLISHED,2016,SEAR,NPL,SHLM,,,,,,26.1 [20.7-32.9],26.10573,20.7007,32.87465,
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,NHLM,,,,,,62.1 [53.2-72.4],62.12416,53.18834,72.44634,
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,PRLM,,,,,,45.3 [40.6-50.7],45.34999,40.57181,50.66119,
imr,EQ_DHS,PUBLISHED,1997,AMR,NIC,SHLM,,,,,,31.0 [25.5-37.7],31.00911,25.45558,37.72732,
imr,EQ_RHS,PUBLISHED,2006,AMR,NIC,PRLM,,,,,,No data,,,,Not available.
