GHO,DATASOURCE,PUBLISHSTATE,YEAR,REGION,COUNTRY,EDUCATIONLEVEL,SEX,RESIDENCEAREATYPE,WEALTHQUINTILE,DHSMICSGEOREGION,WEALTHDECILE,Display Value,Numeric,Low,High,Comments
imr,EQ_MICS,PUBLISHED,2010,EMR,AFG,,,,,AFGMICS201005,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,EMR,AFG,,,,,AFGMICS201007,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201503,,62.7 [49.7-78.7],63,50,79,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201505,,27.6 [21.5-35.4],28,22,35,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201510,,64.7 [43.2-95.8],65,43,96,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201512,,13.3 [9.1-19.4],13,9,19,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201519,,28.5 [19.5-41.4],28,19,41,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201521,,53.1 [41.1-68.4],53,41,68,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201528,,42.2 [31.9-55.5],42,32,56,
imr,EQ_DHS,PUBLISHED,2015,EMR,AFG,,,,,AFGDHS201530,,2.7 [1.1-6.3],3,1,6,
imr,EQ_MICS,PUBLISHED,2000,EUR,ALB,,,,,ALBMICS200002,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,2002,EUR,ALB,,,,,ALBRHS200202,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,ALB,,,,,ALBMICS200501,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,ALB,,,,,ALBMICS200503,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2017,EUR,ALB,,,,,ALBDHS201707,,15.4 [4.2-54.7],15,4,55,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2017,EUR,ALB,,,,,ALBDHS201709,,5.5 [1.7-18.1],6,2,18,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2000,AFR,DZA,,,,,DZAMICS200001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,DZA,,,,,DZAMICS200003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,DZA,,,,,DZAMICS200603,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2012,AFR,DZA,,,,,DZAMICS201202,,22.4 [17.4-28.8],22,17,29,
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199603,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199608,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199610,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,1996,AFR,AGO,,,,,AGOMICS199617,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201502,,35.3 [21.8-56.5],35,22,56,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201504,,32.5 [24.8-42.4],32,25,42,
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201511,,52.4 [40.4-67.8],52,40,68,
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201513,,49.2 [34.9-69.0],49,35,69,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,AFR,AGO,,,,,AGODHS201518,,23.3 [13.1-41.1],23,13,41,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,,ARGMICS201101,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,ARG,,,,,ARGMICS201103,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2000,EUR,ARM,,,,,ARMDHS200003,,37.3 [17.1-79.5],37,17,79,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2000,EUR,ARM,,,,,ARMDHS200005,,52.5 [28.8-93.8],52,29,94,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,EUR,ARM,,,,,ARMDHS200504,,46.7 [29.6-72.7],47,30,73,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,EUR,ARM,,,,,ARMDHS200506,,46.5 [27.6-77.2],46,28,77,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2005,EUR,ARM,,,,,ARMDHS200511,,24.0 [12.9-44.3],24,13,44,
imr,EQ_DHS,PUBLISHED,2010,EUR,ARM,,,,,ARMDHS201003,,34.3 [15.7-73.4],34,16,73,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2010,EUR,ARM,,,,,ARMDHS201005,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,EUR,ARM,,,,,ARMDHS201504,,7.1 [2.1-23.9],7,2,24,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2015,EUR,ARM,,,,,ARMDHS201506,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2006,EUR,AZE,,,,,AZEDHS200602,,36.9 [15.1-87.2],37,15,87,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2006,EUR,AZE,,,,,AZEDHS200609,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1993,SEAR,BGD,,,,,BGDDHS199302,,103.2 [91.1-116.6],103,91,117,
imr,EQ_DHS,PUBLISHED,1996,SEAR,BGD,,,,,BGDDHS199601,,86.3 [73.1-101.5],86,73,101,
imr,EQ_DHS,PUBLISHED,1996,SEAR,BGD,,,,,BGDDHS199603,,90.8 [80.9-101.9],91,81,102,
imr,EQ_DHS,PUBLISHED,2004,SEAR,BGD,,,,,BGDDHS200402,,67.4 [59.3-76.4],67,59,76,
imr,EQ_DHS,PUBLISHED,2004,SEAR,BGD,,,,,BGDDHS200404,,66.0 [53.4-81.1],66,53,81,
imr,EQ_MICS,PUBLISHED,2006,SEAR,BGD,,,,,BGDMICS200601,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2007,SEAR,BGD,,,,,BGDDHS200703,,55.5 [45.0-68.2],55,45,68,
imr,EQ_DHS,PUBLISHED,2007,SEAR,BGD,,,,,BGDDHS200705,,57.8 [44.6-74.6],58,45,75,
imr,EQ_DHS,PUBLISHED,2011,SEAR,BGD,,,,,BGDDHS201106,,50.2 [40.6-62.0],50,41,62,
imr,EQ_MICS,PUBLISHED,2012,SEAR,BGD,,,,,BGDMICS201203,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2012,SEAR,BGD,,,,,BGDMICS201205,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2014,SEAR,BGD,,,,,BGDDHS201402,,47.9 [38.5-59.5],48,39,59,
imr,EQ_MICS,PUBLISHED,2012,AMR,BRB,,,,,BRBMICS201204,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,BLR,,,,,BLRMICS200501,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,EUR,BLR,,,,,BLRMICS200503,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2012,EUR,BLR,,,,,BLRMICS201205,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2012,EUR,BLR,,,,,BLRMICS201207,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AMR,BLZ,,,,,BLZMICS200605,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,AMR,BLZ,,,,,BLZMICS201101,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2015,AMR,BLZ,,,,,BLZMICS201505,,13.5 [7.1-25.6],13,7,26,
imr,EQ_MICS,PUBLISHED,2015,AMR,BLZ,,,,,BLZMICS201507,,5.3 [1.8-15.7],5,2,16,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1996,AFR,BEN,,,,,BENDHS199605,,87.6 [70.9-107.8],88,71,108,
imr,EQ_DHS,PUBLISHED,2001,AFR,BEN,,,,,BENDHS200102,,77.2 [65.4-91.0],77,65,91,
imr,EQ_DHS,PUBLISHED,2006,AFR,BEN,,,,,BENDHS200601,,86.0 [66.8-110.0],86,67,110,
imr,EQ_DHS,PUBLISHED,2006,AFR,BEN,,,,,BENDHS200608,,59.2 [47.7-73.2],59,48,73,
imr,EQ_DHS,PUBLISHED,2006,AFR,BEN,,,,,BENDHS200610,,75.5 [64.9-87.6],75,65,88,
imr,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,,BENDHS201102,,37.7 [30.2-47.0],38,30,47,
imr,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,,BENDHS201104,,36.2 [25.5-51.2],36,25,51,
imr,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,,BENDHS201109,,33.8 [24.7-46.1],34,25,46,
imr,EQ_DHS,PUBLISHED,2011,AFR,BEN,,,,,BENDHS201111,,39.2 [29.5-52.0],39,30,52,
imr,EQ_MICS,PUBLISHED,2014,AFR,BEN,,,,,BENMICS201401,,62.3 [50.4-76.6],62,50,77,
imr,EQ_MICS,PUBLISHED,2014,AFR,BEN,,,,,BENMICS201403,,65.0 [53.6-78.7],65,54,79,
imr,EQ_MICS,PUBLISHED,2014,AFR,BEN,,,,,BENMICS201405,,83.2 [70.3-98.2],83,70,98,
imr,EQ_MICS,PUBLISHED,2014,AFR,BEN,,,,,BENMICS201410,,62.2 [50.9-75.7],62,51,76,
imr,EQ_MICS,PUBLISHED,2014,AFR,BEN,,,,,BENMICS201412,,83.1 [68.2-100.9],83,68,101,
imr,EQ_DHS,PUBLISHED,2017,AFR,BEN,,,,,BENDHS201702,,63.3 [52.6-76.2],63,53,76,
imr,EQ_DHS,PUBLISHED,2017,AFR,BEN,,,,,BENDHS201704,,51.5 [44.4-59.7],52,44,60,
imr,EQ_DHS,PUBLISHED,2017,AFR,BEN,,,,,BENDHS201706,,62.1 [50.9-75.5],62,51,75,
imr,EQ_DHS,PUBLISHED,2017,AFR,BEN,,,,,BENDHS201711,,78.0 [64.1-94.6],78,64,95,
imr,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,,BTNMICS201003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,,BTNMICS201005,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,,BTNMICS201010,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,,BTNMICS201012,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,SEAR,BTN,,,,,BTNMICS201019,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1994,AMR,BOL,,,,,BOLDHS199401,,95.5 [86.0-106.0],96,86,106,
imr,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,,BOLDHS199801,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,,BOLDHS199805,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,,BOLDHS199806,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,,BOLDHS199808,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AMR,BOL,,,,,BOLDHS199809,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,,BOLDHS200303,,79.1 [66.4-93.9],79,66,94,
imr,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,,BOLDHS200304,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,,BOLDHS200307,,51.8 [45.1-59.6],52,45,60,
imr,EQ_DHS,PUBLISHED,2003,AMR,BOL,,,,,BOLDHS200308,,48.0 [34.0-67.4],48,34,67,
imr,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,,BOLDHS200802,,62.9 [52.7-75.1],63,53,75,
imr,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,,BOLDHS200803,,63.3 [52.3-76.3],63,52,76,
imr,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,,BOLDHS200806,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2008,AMR,BOL,,,,,BOLDHS200807,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,EUR,BIH,,,,,BIHMICS200602,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,EUR,BIH,,,,,BIHMICS200603,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,BIH,,,,,BIHMICS201101,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2011,EUR,BIH,,,,,BIHMICS201102,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,BWA,,,,,BWAMICS200003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,BWA,,,,,BWAMICS200005,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,BWA,,,,,BWAMICS200012,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,BWA,,,,,BWAMICS200014,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,,BRADHS199605,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1996,AMR,BRA,,,,,BRADHS199606,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1992,AFR,BFA,,,,,BFADHS199201,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AFR,BFA,,,,,BFADHS199801,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AFR,BFA,,,,,BFADHS199804,,112.2 [97.5-128.9],112,98,129,
imr,EQ_DHS,PUBLISHED,1998,AFR,BFA,,,,,BFADHS199805,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,,BFADHS200301,,69.2 [45.7-103.4],69,46,103,
imr,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,,BFADHS200304,,67.4 [46.1-97.5],67,46,97,
imr,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,,BFADHS200305,,74.9 [60.0-93.1],75,60,93,
imr,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,,BFADHS200309,,100.7 [72.9-137.5],101,73,138,
imr,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,,BFADHS200310,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,,BFADHS200312,,88.0 [70.7-109.1],88,71,109,
imr,EQ_DHS,PUBLISHED,2003,AFR,BFA,,,,,BFADHS200313,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,,BFAMICS200602,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,,BFAMICS200603,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,,BFAMICS200605,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,,BFAMICS200606,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,,BFAMICS200610,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,BFA,,,,,BFAMICS200611,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,,,,,BFADHS201003,,56.1 [44.2-71.0],56,44,71,
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,,,,,BFADHS201004,,47.2 [38.4-57.9],47,38,58,
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,,,,,BFADHS201007,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,,,,,BFADHS201008,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,,,,,BFADHS201012,,118.8 [100.5-139.9],119,100,140,
imr,EQ_DHS,PUBLISHED,2010,AFR,BFA,,,,,BFADHS201013,,106.7 [92.9-122.4],107,93,122,
imr,EQ_MICS,PUBLISHED,2005,AFR,BDI,,,,,BDIMICS200502,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2005,AFR,BDI,,,,,BDIMICS200504,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2016,AFR,BDI,,,,,BDIDHS201604,,61.3 [47.7-78.5],61,48,79,
imr,EQ_DHS,PUBLISHED,2016,AFR,BDI,,,,,BDIDHS201606,,52.1 [39.5-68.5],52,40,68,
imr,EQ_DHS,PUBLISHED,2016,AFR,BDI,,,,,BDIDHS201613,,31.3 [22.3-43.7],31,22,44,
imr,EQ_DHS,PUBLISHED,2016,AFR,BDI,,,,,BDIDHS201615,,44.3 [32.5-60.2],44,32,60,
imr,EQ_RHS,PUBLISHED,1998,AFR,CPV,,,,,CPVRHS199801,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AFR,CPV,,,,,CPVRHS199803,,No data,,,,Not available.
imr,EQ_RHS,PUBLISHED,1998,AFR,CPV,,,,,CPVRHS199808,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,,KHMDHS200003,,107.9 [84.3-137.0],108,84,137,
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,,KHMDHS200005,,68.3 [53.0-87.6],68,53,88,
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,,KHMDHS200012,,37.6 [25.1-55.9],38,25,56,
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,,KHMDHS200014,,111.0 [84.8-144.0],111,85,144,
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,,KHMDHS200019,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2000,WPR,KHM,,,,,KHMDHS200021,,96.0 [79.5-115.5],96,80,115,
imr,EQ_DHS,PUBLISHED,2005,WPR,KHM,,,,,KHMDHS200502,,94.4 [70.9-124.7],94,71,125,
imr,EQ_DHS,PUBLISHED,2005,WPR,KHM,,,,,KHMDHS200509,,121.0 [94.5-153.8],121,94,154,
imr,EQ_DHS,PUBLISHED,2005,WPR,KHM,,,,,KHMDHS200511,,66.8 [51.3-86.7],67,51,87,
imr,EQ_DHS,PUBLISHED,2005,WPR,KHM,,,,,KHMDHS200516,,67.5 [47.9-94.2],67,48,94,
imr,EQ_DHS,PUBLISHED,2005,WPR,KHM,,,,,KHMDHS200518,,111.4 [97.6-126.8],111,98,127,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2010,WPR,KHM,,,,,KHMDHS201007,,76.5 [62.2-93.8],76,62,94,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2010,WPR,KHM,,,,,KHMDHS201009,,63.8 [47.0-86.2],64,47,86,
imr,EQ_DHS,PUBLISHED,2010,WPR,KHM,,,,,KHMDHS201014,,No data,,,,Not reported - Estimate is based on fewer than 250 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,2010,WPR,KHM,,,,,KHMDHS201016,,60.1 [41.1-86.9],60,41,87,
imr,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,,KHMDHS201405,,40.7 [26.0-63.1],41,26,63,
imr,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,,KHMDHS201407,,60.8 [35.9-101.1],61,36,101,
imr,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,,KHMDHS201412,,46.1 [24.0-86.8],46,24,87,
imr,EQ_DHS,PUBLISHED,2014,WPR,KHM,,,,,KHMDHS201414,,32.2 [21.2-48.7],32,21,49,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1991,AFR,CMR,,,,,CMRDHS199101,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1991,AFR,CMR,,,,,CMRDHS199103,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1998,AFR,CMR,,,,,CMRDHS199801,,103.2 [88.4-120.0],103,88,120,
imr,EQ_DHS,PUBLISHED,2004,AFR,CMR,,,,,CMRDHS200401,,79.2 [61.9-100.8],79,62,101,
imr,EQ_DHS,PUBLISHED,2004,AFR,CMR,,,,,CMRDHS200403,,48.0 [30.9-74.0],48,31,74,
imr,EQ_DHS,PUBLISHED,2004,AFR,CMR,,,,,CMRDHS200408,,58.3 [44.6-75.7],58,45,76,
imr,EQ_DHS,PUBLISHED,2004,AFR,CMR,,,,,CMRDHS200410,,87.4 [74.8-101.8],87,75,102,
imr,EQ_DHS,PUBLISHED,2004,AFR,CMR,,,,,CMRDHS200412,,63.0 [45.3-87.1],63,45,87,
imr,EQ_MICS,PUBLISHED,2006,AFR,CMR,,,,,CMRMICS200602,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CMR,,,,,CMRMICS200604,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CMR,,,,,CMRMICS200609,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CMR,,,,,CMRMICS200611,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2011,AFR,CMR,,,,,CMRDHS201103,,49.4 [38.4-63.3],49,38,63,
imr,EQ_DHS,PUBLISHED,2011,AFR,CMR,,,,,CMRDHS201105,,85.5 [75.5-96.7],85,75,97,
imr,EQ_DHS,PUBLISHED,2011,AFR,CMR,,,,,CMRDHS201110,,53.2 [41.4-68.0],53,41,68,
imr,EQ_DHS,PUBLISHED,2011,AFR,CMR,,,,,CMRDHS201112,,57.8 [45.0-73.9],58,45,74,
imr,EQ_MICS,PUBLISHED,2014,AFR,CMR,,,,,CMRMICS201404,,82.2 [69.2-97.5],82,69,97,
imr,EQ_MICS,PUBLISHED,2014,AFR,CMR,,,,,CMRMICS201406,,49.1 [35.9-66.9],49,36,67,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_MICS,PUBLISHED,2014,AFR,CMR,,,,,CMRMICS201411,,58.3 [44.1-76.9],58,44,77,
imr,EQ_DHS,PUBLISHED,2018,AFR,CMR,,,,,CMRDHS201805,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2018,AFR,CMR,,,,,CMRDHS201807,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2018,AFR,CMR,,,,,CMRDHS201812,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,,CAFDHS199402,,122.7 [102.6-146.1],123,103,146,
imr,EQ_DHS,PUBLISHED,1994,AFR,CAF,,,,,CAFDHS199404,,82.6 [62.7-108.0],83,63,108,
imr,EQ_MICS,PUBLISHED,2000,AFR,CAF,,,,,CAFMICS200001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,CAF,,,,,CAFMICS200008,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,CAF,,,,,CAFMICS200010,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,CAF,,,,,CAFMICS200015,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2000,AFR,CAF,,,,,CAFMICS200017,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,,CAFMICS200601,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,,CAFMICS200604,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,,CAFMICS200605,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,,CAFMICS200608,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,,CAFMICS200609,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,,CAFMICS200613,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2006,AFR,CAF,,,,,CAFMICS200614,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201004,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201007,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201008,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201011,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201012,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201015,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,CAF,,,,,CAFMICS201016,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,1996,AFR,TCD,,,,,TCDDHS199601,,73.3 [48.0-110.3],73,48,110,
imr,EQ_DHS,PUBLISHED,1996,AFR,TCD,,,,,TCDDHS199603,,111.6 [70.3-172.7],112,70,173,Attention - Estimate is based on 250-499 unweighted person-years of exposure to the risk of death.
imr,EQ_DHS,PUBLISHED,1996,AFR,TCD,,,,,TCDDHS199608,,89.3 [68.9-115.1],89,69,115,
imr,EQ_DHS,PUBLISHED,1996,AFR,TCD,,,,,TCDDHS199610,,98.1 [77.1-124.1],98,77,124,
imr,EQ_DHS,PUBLISHED,2004,AFR,TCD,,,,,TCDDHS200402,,83.5 [65.1-106.4],83,65,106,
imr,EQ_DHS,PUBLISHED,2004,AFR,TCD,,,,,TCDDHS200404,,139.1 [88.7-211.6],139,89,212,
imr,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,,TCDMICS201001,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,,TCDMICS201003,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,,TCDMICS201010,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,,TCDMICS201012,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,,TCDMICS201017,,No data,,,,Not available.
imr,EQ_MICS,PUBLISHED,2010,AFR,TCD,,,,,TCDMICS201019,,No data,,,,Not available.
imr,EQ_DHS,PUBLISHED,2014,AFR,TCD,,,,,TCDDHS201407,,54.9 [41.2-72.8],55,41,73,
imr,EQ_DHS,PUBLISHED,2014,AFR,TCD,,,,,TCDDHS201409,,133.7 [99.5-177.4],134,100,177,
