"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","Display Value","Numeric","Low","High","Comments"
"WSH_2","PUBLISHED","2004","WPR","","PHL","9902","9901.82000","","",""
"WSH_2","PUBLISHED","2004","WPR","","WSM","16","15.91000","","",""
"WSH_2","PUBLISHED","2004","AFR","","SEN","9836","9835.64000","","",""
"WSH_2","PUBLISHED","2004","AFR","","ZAF","5418","5418.14000","","",""
"WSH_2","PUBLISHED","2004","SEAR","","LKA","711","711.26000","","",""
"WSH_2","PUBLISHED","2004","EUR","","CHE","1","0.66000","","",""
"WSH_2","PUBLISHED","2004","EUR","","TJK","4742","4742.15000","","",""
"WSH_2","PUBLISHED","2004","EUR","","TUR","5600","5599.80000","","",""
"WSH_2","PUBLISHED","2004","WPR","","TUV","2","1.68000","","",""
"WSH_2","PUBLISHED","2004","EUR","","UZB","8555","8555.15000","","",""
"WSH_2","PUBLISHED","2004","AMR","","VEN","857","857.30000","","",""
"WSH_3","PUBLISHED","2004","EMR","","AFG","282","282.40000","","",""
"WSH_3","PUBLISHED","2004","AFR","","DZA","25","24.60000","","",""
"WSH_3","PUBLISHED","2004","EUR","","AUT","0","0.16000","","",""
"WSH_3","PUBLISHED","2004","AMR","","BHS","1","1.05000","","",""
"WSH_3","PUBLISHED","2004","SEAR","","BTN","42","42.14000","","",""
"WSH_3","PUBLISHED","2004","EUR","","BIH","0","0.12000","","",""
"WSH_3","PUBLISHED","2004","AFR","","BDI","205","205.23000","","",""
"WSH_3","PUBLISHED","2004","AFR","","CMR","105","104.90000","","",""
"WSH_3","PUBLISHED","2004","AMR","","COL","5","4.96000","","",""
"WSH_3","PUBLISHED","2004","AFR","","COG","46","45.58000","","",""
"WSH_3","PUBLISHED","2004","EUR","","CZE","0","0.06000","","",""
"WSH_3","PUBLISHED","2004","AFR","WB_LI","COD","187","187.18000","","",""
"WSH_3","PUBLISHED","2004","AMR","","ECU","8","8.42000","","",""
"WSH_3","PUBLISHED","2004","AMR","","SLV","12","11.60000","","",""
"WSH_3","PUBLISHED","2004","AFR","","GAB","31","30.83000","","",""
"WSH_3","PUBLISHED","2004","EUR","","GEO","9","9.17000","","",""
"WSH_3","PUBLISHED","2004","AMR","","GUY","20","20.49000","","",""
"WSH_3","PUBLISHED","2004","AMR","","HND","17","17.26000","","",""
"WSH_3","PUBLISHED","2004","EMR","","IRQ","85","84.74000","","",""
"WSH_3","PUBLISHED","2004","WPR","","JPN","1","0.70000","","",""
"WSH_3","PUBLISHED","2004","EUR","","KAZ","19","19.31000","","",""
"WSH_3","PUBLISHED","2004","EUR","","LVA","0","0.04000","","",""
"WSH_2","PUBLISHED","2004","AMR","","PRY","408","407.87000","","",""
"WSH_2","PUBLISHED","2004","EUR","","NOR","0","0.00000","","",""
"WSH_2","PUBLISHED","2004","AFR","","NGA","129608","129607.92000","","",""
"WSH_2","PUBLISHED","2004","AFR","","MOZ","13984","13983.68000","","",""
"WSH_2","PUBLISHED","2004","WPR","","MNG","426","425.58000","","",""
"WSH_2","PUBLISHED","2004","AFR","","MLI","17582","17582.21000","","",""
"WSH_2","PUBLISHED","2004","WPR","","MYS","886","885.78000","","",""
"WSH_2","PUBLISHED","2004","AFR","","LSO","121","120.85000","","",""
"WSH_2","PUBLISHED","2004","EUR","","LVA","0","0.00000","","",""
"WSH_2","PUBLISHED","2004","WPR","","JPN","19","18.82000","","",""
"WSH_2","PUBLISHED","2004","EMR","","IRQ","16429","16429.17000","","",""
"WSH_2","PUBLISHED","2004","AMR","","GUY","105","105.49000","","",""
"WSH_2","PUBLISHED","2004","AFR","","GIN","7327","7326.88000","","",""
"WSH_2","PUBLISHED","2004","EUR","","GEO","400","399.92000","","",""
"WSH_2","PUBLISHED","2004","AFR","","GAB","184","183.98000","","",""
"WSH_2","PUBLISHED","2004","AMR","","SLV","537","536.86000","","",""
"WSH_2","PUBLISHED","2004","AMR","","ECU","904","903.55000","","",""
"WSH_2","PUBLISHED","2004","EUR","","CZE","3","2.79000","","",""
"WSH_2","PUBLISHED","2004","AMR","","CUB","9","9.10000","","",""
"WSH_2","PUBLISHED","2004","AFR","","COG","1142","1142.15000","","",""
"WSH_2","PUBLISHED","2004","AMR","","COL","1478","1477.88000","","",""
"WSH_2","PUBLISHED","2004","AMR","","CHL","8","7.81000","","",""
"WSH_2","PUBLISHED","2004","AFR","","CMR","13693","13693.47000","","",""
"WSH_2","PUBLISHED","2004","AFR","","BDI","11653","11652.52000","","",""
"WSH_3","PUBLISHED","2004","AFR","","LSO","18","18.17000","","",""
"WSH_3","PUBLISHED","2004","AFR","","MLI","196","196.02000","","",""
"WSH_3","PUBLISHED","2004","AFR","","MRT","78","78.24000","","",""
"WSH_3","PUBLISHED","2004","WPR","","MNG","20","20.27000","","",""
"WSH_3","PUBLISHED","2004","AFR","","MOZ","84","83.46000","","",""
"WSH_3","PUBLISHED","2004","AFR","","NAM","9","9.36000","","",""
"WSH_3","PUBLISHED","2004","AFR","","NGA","129","129.27000","","",""
"WSH_3","PUBLISHED","2004","EUR","","NOR","1","1.27000","","",""
"WSH_3","PUBLISHED","2004","WPR","","PHL","18","18.20000","","",""
"WSH_3","PUBLISHED","2004","EUR","","MDA","1","0.81000","","",""
"WSH_3","PUBLISHED","2004","WPR","","WSM","10","9.78000","","",""
"WSH_3","PUBLISHED","2004","AFR","","SEN","118","117.49000","","",""
"WSH_3","PUBLISHED","2004","AFR","","SLE","329","329.16000","","",""
"WSH_3","PUBLISHED","2004","AFR","","ZAF","26","25.96000","","",""
"WSH_3","PUBLISHED","2004","SEAR","","LKA","4","4.18000","","",""
"WSH_3","PUBLISHED","2004","EUR","","TJK","74","74.40000","","",""
"WSH_3","PUBLISHED","2004","SEAR","","TLS","26","26.24000","","",""
"WSH_3","PUBLISHED","2004","WPR","","TUV","20","20.17000","","",""
"WSH_3","PUBLISHED","2004","EUR","","UKR","0","0.17000","","",""
"WSH_3","PUBLISHED","2004","EUR","","UZB","33","32.99000","","",""
"WSH_3","PUBLISHED","2004","AMR","","VEN","6","5.90000","","",""
